text,label
"Det er nok en nem opgave, hvis den formelt uafhængige bestyrelse ikke har nogen rygrad til at træffe sine egne beslutninger. En tendens som desværre ses mere og mere i samfundet..",negative
"LA's Benny Bonde fra Haderslev er ikke pylret - snupper lige et telefoninterview direkte fra sygehuset, hvor han er akut indlagt med blodprop i hjernen. Den ene arm og den ene side af ansigtet virker ikke, men der er mange andre, der har det værre...",positive
"Naturvidenskabens ABC! 😀 er fyldt med spændende videnskabelige fortællinger, men vi har brug for jeres input. Tøv ikke med at sende dem til 👉 ATTKVF@USER.dk. #eudk",positive
"Jeg kommer fra Bosnien, hvor det gik galt ‘på et splitsekund’! 

En dag kom en frisk gut og noterede alles etnicitet, som ikke blot gjorde de voksne opmærksomme på ‘anderledeshed’, men fyldte meget hos os børn, hvor sætning dominerede legen: hvad er du? #SIGFRA",negative
"Det har jeg desværre også, men jeg troede, at der var en naturlig respekt for vores børn. Men del af hjernen forsvinder åbenbart, når man sidder bag et rat.",positive
Fællesskab og støtte er vigtigt for sårbare elever #gymnasiechat #skolechat #sårbareunge,neutral
"Forstået! Og enig! Vi skal i disse tider, som beskrives som meget ressourceknappe, være særligt opmærksomme på en effektiv, bæredygtig og fornuftig udnyttelse af vores penge og medarbejdere #sundpol #sundledelse #sundfornuft",positive
"Hvorfor hæfter De Dem ikke ved det, som er svarers hovedpointe, nemlig at der skal sættes massivt ind for at nedbringe landbrugets CO2-udledning?",neutral
"Rygning ... ja lad os endelig putte mere skat i statskassen så skattestyrelsen kan forpurre dem efterfølgende , mine cigaretter koster næsten 50 kr så prisen er fordoblet de sidste 10-12 år har det hjulpet staten burde ikke blande sig og hvad bliver det næste rødvin ? Slik ?",negative
Det er simpelthen så rigtigt det sagt det her.. Jeg har altid arbejdet efter samme princip.. og jeg har aldrig været på kant med ordensmagten 👍,positive
Chievo-chef: Begge Milan-mål var uberettigede,neutral
Han har allerede indrømmet brugen af doping over for østrigsk politi,negative
"Hvis det lykkes, og ordningen ikke ender i kommunalt bureaukrati, så tager jeg hatten af, for ude i de 98 kommuner synes det som om bogholdermentaliteten styrer... Det er uværdigt, så vil være en super nyhed 😇",positive
"Jeg har ærligt ikke haft lejlighed til at høre lige præcis om denne sag - men ellers er jeg fast lytter på P1:-) Mit budskab er mere, at du sagtens kunne have nuanceret det. Fx skrevet, ""med midler fra finanssektoren, som ikke blander sig i uddeling, kriterier eller andet""",neutral
"I lille dannevang, hvor man med Dan Turrells ord nærmest ""skal helt ud i forstæderne for at finde et lille knivstikkeri blandt indvandrere"" (fra Det er ikke let for nogen), så er det noget af det største, der sker i journalisternes verden. Fattigt, men sandt.",negative
"Beklager, kan ikke lige finde det igen. Ikke helt let at søge på noget med Notre Dame, pt.",neutral
"Regeringens strategi er at gøre det til et udlændinge valg ved at konkurrere om, hvem der kan have den mest højrepopulistiske/radikale udlændingepolitik. Venstrefløjens opgave må være at få valget til at handle om økonomi/finans, velfærd og klima.",neutral
"Hver borger i Gentofte tjener cirka dobbelt så meget som den gennemsnitlige danske lønmodtagers løn. Det er temmelig vildt.

I andre nyheder: De rigeste danskere, der bor i de dyreste huse med de største friværdistigninger, sparer mest op #dkpol #quellesurprise",negative
"Jeg snakker om Serie A på sammen med og @USER. Det er faktisk blevet rigtig godt, så lyt lige med",positive
"På EBs Nationen er de gået i selsving over at man ikke må bruge homo som et skældsord...de vil meget, MEGET gerne kalde Fischer for homo. Trist at visse ""fans"" bevidst vil smadre en kamp og skrabe bøder sammen til klubben. #sldk",negative
"Har du som dansker med #funktionsnedsættelser oplevet #diskrimination eller/og #eksklusion i fx #uddannelsessystemet? Føler du, at DK straffer dig, alene fordi du har funktionsnedsættelser? Hvor vigtigt er dette politiske område for dig?
#dkpol #ligeværd #Handicap #fv19 #uddpol",negative
Men det er imod loven det han gør. Man må ikke provokere andre med vilje.,negative
Præcis! Det er et helvede at være ledig.,negative
Køre Uwe max - Hvis du bliver valgt ind så må du love mig at lægge en ordentlig lort på Christiansborg for alle os borgere der kun kan drømme om det! Vi er dog ikke enige politisk - da jeg tror på ægte nærdemokrati og ingen repræsenterer det endnu. På forhånd tak,negative
Det er så klasse. Jeg er vild med det! #pldk,positive
"Hjerte ven er vi blevet kære René Setling
Tusind tak fordi du støtter mig og alt den hjælp 😍 sammen med din skønne kone Maybrit 😘
Det er utrolig dejligt,at mærke at der er nogen der tænker på en😘
Jeg skal nok komme over den f.b. kræft og komme på...",positive
"Nej, det gør det ikke. Det dokrer at over halvdelen af verdens befolkning lever uden adgang til basal ernæring og sundhed. Problemet er ikke markedet. Det er troen på at markedet løser alle problemer. Uden omtanke sjaber det ligeså mange som det løser.",negative
Er så bra at de sender dette 🤩 Og det ikke mange vet er at norske Quick Style har laget koreografien til Save me og Blood sweat and tears! 🤩,positive
"Forældre beskyldes for at tage børn som gidsler i #Sjælsmark - myndighederne beskyldes for at bruge børn som pression mod forældre. Uanset hvad, så ødelægges børnene - helligere midlet målet ? Det må alle parter spørge sig selv ! er på børnenes side #dkpol",negative
"👏 Lyt til de nyeste numre og hits fra din yndlings kunstner. 👏

#agfvb #ultratwitteragf #LegoIdea2019 #sldk #KSDH #goninjas #Copenhagen #Århus #Odense #Aalborg #Frederiksberg

 #NowPlaying",neutral
"🔥🔥 at du ikke har Bosa på. Er det hans seneste år i rehab, eller hans... tvivlsomme... unge år på SOME der skræmmer?",negative
"Ved ikke om det er fair eller ej, men som forbruger mener jeg det er fair nok. Kvickly vil også gerne selv sammenligne sig med andre. Så syntes jeg Rema er en del over discountniveauet. Jeg lægger også stortset alle indkøb i Rema og er iøvrigt tidligere Coop ansat 😉",positive
"Forud for energiaftalen slog vi bare fast, at vi skulle bygge MINDST én havpark hurtigst muligt. Men de ekstra udbud vi lavede af landvind, stemte I ikke for - men I havde jo også kun afsat NUL kroner til klima og energi i jeres finanslovsudspil #dkgreen #dkpol",negative
"Igen en sølle der som det eneste han er god til, er at sværte de andre partier til, mon ikke vælgerne stemmer dig og dit elendige parti til ""datid"" i Dansk politik ved det kommende valg, det lyser jo langt ud af dig, at du er presset til det yderste !",negative
"Sikkert ikke, men den store ståhej skyldes jo ikke udelukkende, at mange begræder tabet af Radio 24/7. Det handler vel snarere om, at et frit medie tages til gidsel i et politisk spil.",negative
"Nå, er der nogen grund til tidsforlængelse? Parlamentet siger nej til den forhandlede aftale og nej til Hard Brexit. 
Slut med at blæse og have mel i munden... #EUpol #dkpol",negative
Præcis. Se opfølgende Tweet fra mig,neutral
"Det nye stadionprojekt - fem ting, der er værd at vide #Aarhus #AarhusStadion",neutral
Martin Henriksen: “Vi kommer nærmere et tørklædeforbud for offentligt ansatte” via @USER.dk,neutral
"RUNDENS MIDTBANESPILLER

⚽️ 1 mål
🎯 1 assist
🏃‍♂️💨 Mest løbestærke spiller i spillerunden (13.533 meter)

@USER's Troels Kløve var 'Man of the Match' mod Brøndby IF 🔥

#sldk #rundensmidtbanespiller #stats #topperformers #ditholdvoresliga",positive
"Point - men suspendering - tid på bænken - er IMO kun en fordel for den suspenderede. 
Lidt som at udsætte brexit, men igen - det er bare min mening.",negative
"Vigtig og konkret aftale fra regeringen + aftalepartier i dag! Vi laver en seniorpension, som giver nedslidte uanset branche ret til en tidlig pension på 18.900 om måneden. Det er den ansvarlige løsning! #dkpol",positive
Belgien undskylder for at fjerne børn fra deres familier i bl.a. Congo i ‘40/50’erne. Håber det giver stof til eftertanke hos Løkke og han vil genoverveje at undskylde til de grønlændere der også blev fjernet som en del af “eksperimentet” #glpol #dkpol,positive
"Det vil være et stort tab for ⁦@USER⁩ - og for 🇩🇰 - hvis gruppen mister sit danske medlem, siger ⁦@USER⁩ - derfor fuld opbakning til ⁦@USER⁩ den 26. maj. #dkpol #dkbiz",positive
"Det sidste denne debat har brug for er flere hurtige regnestykker. Lad os høre fra dig, når du har regnet det ordentligt igennem. Tak 👍.",neutral
"RT @USER: ""Hvis man vil standse klimaforandringerne..."" ""Vil du det?"" :D #epvalg19",neutral
"Jeg tror sgu jeg stemmer på denne gang. Jeg er egentlig uenig med hende om mange ting, men hun er en af de få gode og ordentlige mennesker der er (tilbage) i #dkpol. Uanset holdningsforskelle har hun i min respekt og det er en stemme værd i min bog.",positive
"Nej alle er ikke enige om at han er nazist, og det er folk som dig der kalder folk det, som skaber had og splid.",negative
"Prøver at finde en bukseguide til folk med korte ben. Alle guides handler om at det er en forkert og besværlig kropsform, at man har været uheldig, at man skal skjule, at man har korte ben og giver tips til hvordan man får benene til at se længere ud. Fuck. jer.",negative
"HJÆLP! Var i færd med at opdatere iPhone6 via iTunes, da jeg får FEJL 14. Sker med forskellige kabler og computere. Nu er jeg nødt til at gendanne min iPhone fra scratch, hvis jeg ikke kan fuldføre opdateringen. Nogle gode fifs til, hvad jeg gør? #twitterhjerne",neutral
"Jeg vil til dette lige påpege at POV valgte at dække hverken Dumbo eller Dronningen, men derimod 'La Flor' ;)",positive
"""Jeg har svært ved at se andet, end at hvis tilliden til [Venstre, LA og DF] skal genskabes, så skal der skiftes ud på øverste hylde""

Kommentar af Morten Grothe-Kræmmergaard (gratis): #dkpol",negative
Viborgenser skal være træner på cateringlandsholdet (Dette er en plus-artikel),neutral
"Ham jeg skal køre med på torsdag til København har netop skrevet og spurgt, om det er OK, der er en hundehvalp med i bilen. 
*nedsmeltning* 
BEDSTE LIFT NOGENSINDE!! 😍",positive
"Eneste positive efter 47 min af aftenens Championship-kamp er, at Leeds United har en Cooper og en Clarke i startopstillingen. Legendariske navne fra dengang Leeds og Derby County var i toppen af den bedste række #TheRams",negative
"AGF og Jacob Nielsen er jo et perfekt match - Kaos på kaos! Allan K. Jepsen var igår skurken ifølge Jacob Nielsen, idag beklager de 🤭😂🤭😂 Sløjt sløjt sløjt! Den er svær at forsvare, selv for stædige GF’ere 🤦‍♂️ #sldk #spiongate #ultratwitteragf #aabinside",negative
"Find teksterne fra 2017 og 2018 af James Dorsey for et overblik over krisen mellem Qatar&amp;venner på den ene side og Saudi-Arabien, FAE og deres allierede på den anden.",neutral
"En delegation fra PS! er lige nu til #quality2019 - en konference om #patientsikkerhed med mere end 3.000 deltagere fra 75 forskellige lande. Formand har netop været på scenen for at invitere alle til Danmark næste år, når #quality2020 afholdes i København #sundpol",neutral
Det er der vel forhåbentligt heller aldrig nogen normalt fungerende mennesker som har gjort!,negative
"Er ret sikker på, får lige så mange lyttere i morgen som får på #ghitagate samlet. #hvaskajegmeddender? #kompletuforskammet",negative
"Pokkers! Jeg har slet ikke tænkt over, at ansvarsfralæggelse kunne være en grundlæggende demokratisk rettighed ...",negative
For en god ordens skyld udtaler Britt Bager sig heller ikke om ting der sker før et valg. Så der er altså balance i regnskabet.,neutral
Det er sjældent helt så sort-hvidt,positive
"Om en uge er det tid til Danmarks første folkemøde om mad, måltider og fødevarer. Håber mange vil være med til smage og grine sammen. Alle er velkomne. Jeg glæder mig😀",positive
"Åh ja, dagen måtte jo komme, hvor jeg var fuldkommen enig med ;-)
Meget ville blive kønnere i #dkpol op til et #ftvalg, hvis alle begyndte at kommunikere egne visioner, frem for at tale ned til folket.",positive
"Nordea vil tippe Aarhus Kommune om mulige sociale bedragere blandt bankkunderne.
[LINK]",neutral
817 kvm er størrelsen på det nye superligahus i Ådalen 💙⚪️🔵⚪️💙 - stor stor hyldest til den største klublegende #larshøgh #817kampeforOB #feddetalje #sldk #obdk #superliga,positive
Den reference fortjener mere opmærksomhed 😂😂😂😂😂,positive
"Det er helt ude i hampen, DF og regeringen har tilsyneladende ingen jordforbindelse mere. Udrejsecenteret, kan DF og regeringen kun holde sig selv ud tilsyneladende, da man vil oprette en lejer på en ø, som man så vil sørge for at der er så få afgange til som muligt det er sygt",negative
"85 mia til klimsplanen - herunder at sænke el-afgifterne så langt ned, som EU tillader. Derudover også vigtigt: 3,7 mia ekstra årligt til forskning i grønne teknologier 🤓",positive
"Hej Lasse, ved du evt hvorfor der er så mange stationer rundt omkring i kommunerne? Det virker ikke på mig,som om at de bliver brugt.",negative
"Min ungdomshelt har fået en seniorhue på. Så ved man, at det er blevet tid til det mest vanvittige cykelløb, der findes. Enjoy. #PeakyBlinders",positive
"Jeg er klart af den overbevisning at jeg forstår alvoren. Hvis det ikke er din opfattelse, kunne du så forsøge at få mig til at forstå. Du påstår selv at du er blevet klogere, men vil ikke hjælpe andre med at blive det? Jeg forsøger i det mindste at forstå, men får intet svar.",negative
Læs artiklen. Det er de 14 danskere i EP - sammenlignet med de 179 i Folketinget :-),neutral
"Spred endelig det gode budskab. Der kan nu indstilles til demensprisen 2019. Så peg på en kollega eller arbejdsplads, som du synes bør hyldes for at gør en særlig flot indsats i sit arbejde med mennesker med #demens: [LINK]
 #værdighed #sundhedforalle #sundpol",positive
Kæmpe tillykke til jer i Herning med udsigten til den vildeste finale 💪🏼🇩🇰,positive
RT @USER: Det bør også gælde i Danmark. Alkohol skal være et valg og ikke en pligt #dkpol #sundpol,neutral
"Med @USER's sundhedsreform-aftale i dag, kan man godt tillade sig at genoplive dette gamle debatindlæg. 

Nærhedsfonden er fortsat gamle penge og tvivlsomme besparelser. Intet nyt under solen der #dkpol #dkøko",negative
"Jeg forstår det ikke helt. Når man er trængt, må man først og fremmest tænke og agere klogt, mener jeg. Er det ikke nok, ja så ender det måske med, man går amok. Nogle gør i hvert fald.",neutral
Ærgerligt første afsnit ikke kommer en runde før:) #ynwa,negative
I Tyskland er der masser af brugerbetaling.,neutral
Bedre end sporvogn - kan klare den kapacitet der er brug for,positive
"NPR lavede i 2015 en historie om Pete, der hang folk ud online, der opførte sig dårligt i metroen. Er der nogen der kender et godt dansk eksempel på det samme? Det, at blive så iriteret, at man går ret langt for at komme det til livs/gøre opmærksom på det?
[LINK]",neutral
"Ved jeg nu ikke, er bange for, at vi ville lave en England, og ende med at melde os ud, uden at gennemskue eventuelle konsekvenser.

Angående Artikel 13, imo skal der gøres noget, men jeg har mange bedre ideer end det de har valgt at lave.",negative
Det er noget vrøvl. Forligskredsen beslutter intet af egen drift. Alt forberedes og fremlægges af FØL. Det er bekvemt men forkert og noget der tangere en usandhed. Læs budgetanalyse - udarbejdet af FSV selv.,negative
Mistænkt sigtes for 50 drab og 39 drabsforsøg i New Zealand,neutral
"Ja. Men det virker jo ikke som om, at Kristendemokraterne er på vej til at skifte formand / politisk leder / politisk ordfører.",neutral
Støj fra nye kampfly rammer mange flere boliger end ventet,negative
"Sådan har jeg det også! Det fedeste er, at Casper er begyndt at kommentere dem og skrive noget om scenen eller sådan 😍",positive
Du kan få to mere: En hoppende mur og Halimi 🙂,positive
Er det er slagsmål - eller et skænderi? :-),negative
Er det deres 10 mål i denne sæson hvor der skulle være dømt offside?,negative
Jeg føler at 2019 starter overordentligt godt :),positive
"Du skal ikke ta det personligt. Som sagt: Jeg mener, det er misvisende blot at betegne ham som politiker. Helt generelt. Og ikke bare i din live. Men i al omtale af ham. Jeg reagerer på dine tweets - ikke din live. Det var Finn 😉",neutral
"Det kan vi ikke sige.

Det er faktisk bogstaveligt et lærebogseksempel på, hvordan man ikke kan bruge statistik :)

Det hedder Simpson's paradox. Det mest brugte eksempel er netop gender bias (ifm optagelse på Berkeley)

Læs evt her:

[LINK]",neutral
Alle fersken-vingummier på et skib og ud af verden. Asap.,negative
"Det er nyt for mig, hvis Patrick har trænet MMA tidligere udover de seneste uger. Men selv hvis han har rodet lidt med det i sine unge dage, så har han jo stadig ikke den vigtige kamperfaring og et længere udviklingsforløb at trække på. Så det bliver op ad bakke uanset hvad.",negative
"De sidste 30 år har forskere i politik forsøgt at komme op med bedre, men synes ikke det er lykkedes. Hvis man skal stille et mere interessant spørgsmål er det om en overgang var ved at opstå en ny kløft imellem land og by.",neutral
"SUK!
“Hvert år forhandler Regionerne økonomi med Finansministeriet. Der bøjer arm, og det lykkes altid at få flere penge med hjem til mere sundhed. Men det pres fjerner man nu, og der bliver ingen modpart at forhandle med”
#sundhedsreform #FV19",negative
"Men hvis nu EB kun lagde *noget* af indholdet i Apple News+ og derved kunne nå nogle, der ellers ikke gider signe up, med et stærkt målrettet produkt/stofområde, fx krim?",neutral
Ung mand død efter at have sprøjtet olie ind i musklerne - overlæge advarer om livsfarlig trend,neutral
"""🇬🇱STOP miljøsvineriet ! – Op i mod 40.000 (over 13 år gamle og derover) mennesker i Grønland har en aktiv Facebook-profil!
Hvorfor overhovedet annoncere i trykte medier? Det har begrænsninger, det er...",negative
Fordi de har råbt homofobiske ting efter ham,neutral
"Gad vide hvor mange af kommentarerne der kommer fra mennesker der har arbejdet med integration, og kender udfordringens egentlige omfang. Ja, linien er hård. Ja, det er nødvendigt. Håber du stadig er her efter valget, Mark. Keep up the good work.",positive
"Jaa, det glæder jeg mig også til! Det er en luksus at have så gode folk omkring sig 👏",positive
Julian Egeskov er pist væk: Politiet beder om hjælp i sag om forsvundet ung mand #lokalavisen #nyheder,neutral
Psykolog fængsles - kendt skyldig i at have udnyttet klient til sex,neutral
"Det schweiziske alternativ til EU burde måske inspirere UK. - Selv om Schweiz IKKE er med i EU's toldunion, så kører der hver dag ca. 24.000 lastbiler over grænsen mellem Schweiz og EU. Dette kan lade sig gøre, fordi Schweiz har en…[LINK]",neutral
"RT @USER: Dansk Folkeparti: ""Hop.""
Regeringen: ""Hvor højt?""
#dkpol",negative
"Med et milliardbeløb i startkapital fra staten vil man kunne få sat gang i jordfordeling i landbruget, så den lavtliggende jord bliver taget ud af produktion til gavn for både landbruget, naturen, klimaet og miljøet.",neutral
Grouleff Communications: Opplev morgendagens elektronikk i Herning i Danmark,positive
"Men er det ok at råbe luder?Eller andet i den kategori.Skal TV3 bestemme hvad der må synges på diverse stadioner rundt i landet?At man ligepludselig blæser det her helt op, er da pinligt.Det har jo foregået i lang tid,bla FCK""bøsserne fra vestegnen""det har vi ikke hørt noget om?",negative
Dom i kæmpe svindelsag: Hesalight-stifter skal syv år i fængsel #dkbiz,neutral
"🤔 TÆNK DIG GRUNDIGT OM, FØR DU SKAL STEMME 🤔

💚🙏❤️

PS: Jeg kan ikke finde Mette på nogen af billederne. Hvordan kan det være? Hvilken ‘blok’ er hun og S en del af?

#dkpol
#dkmedier
#alternativet
#dereretalternativ 
#grøntvalg 
#tidtilforandring
#derforuffe",positive
"RT @USER: Det er mennesker det handler om,",negative
Jeg ser det nu mere som drilleri overfor Fischer fordi han er en god spiller og ser lidt godt ud. Der er en lang tradition for at synge alverdens ting mod dine modstandere i fodbold og det behøver ikke at stikke så dybt.,neutral
"Kindred Groups Kim Olesen har tidligere i opfordret spilfirmaer til at tage ansvar i kampen mod spilafhængighed. Vi skal gøre, alt hvad vi kan, for at opspore og afhjælpe problemerne så tidligt som overhovedet muligt. #dkpol #dkbet",positive
"I det omfang det lader sig gøre, er det altid klogt men ikke altid muligt på en forlænget rejsetid i arbejdstiden... #pendlerliv",neutral
Det er jo nok lige præcis det de ikke gør 😃,neutral
"““Det hele handler om storytelling. Lissy er jo ikke bare en hvilken som helst ko. Hun er en dansk ko, der kommer fra en dansk kulturbaggrund med frihedsrettigheder, ligestilling og demokrati. Via Lissy kan vi promovere de værdier i udlandet” 

Åhhh,...",positive
"Orbáns parti, Fidesz, kan vel stadig deltage i møder for @USER-gruppen? De er vel kun suspenderet fra EPP-partiet. Eller har jeg misforstået? Iøvrigt en suspendering som forudsiger ikke resulterer i, at Orbán “retter ind”. #dkmedier #eudk",neutral
Godt oprids af situationen i Algeriet her #dkpol #dkmedier #dkaid,positive
"Mest læste seneste uge #3: Dennis Kristensen: Rasmus Paludan angriber ytringsfriheden 

Gratis at læse: #dkpol",neutral
Under niveau: Her er de otte mest skuffende spillere denne sæson #pldk,negative
"Du citatfusker. Inger har aldrig sagt, at børnene på Sjælsmark skulle have utålelige forhold. Citatet om utåleligt handlede ikke om afviste asylansøgere, men om kriminelle på tålt ophold. #dkpol",negative
"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",negative
"Jo, når du kigger på det flydende gennemsnit af alle målinger.",neutral
".@USER har begået nogle virkelig fine videoer, der kort og godt viser nogle af de udfordringer personer med handicap kæmper med i Danmark anno 2019. Godt arbejde og tak til de mennesker, der fortæller deres historie 👍#dkhandicap #dkpol",positive
Data fra mange tusinde kunder hos løbehjulsfirma er havnet på nettet,neutral
Jeg synes det er afskyeligt. Han har slet ikke blik for målet. Spiller 100% på at få straffe. Og det værste er næsten at kommentatorerne også ser det men stadig siger at det er ok med straffe. Reglerne bør ændres. Ved overspil eller film skal der ikke være straffe.,neutral
"Tvivler på Brøndby-bronze: 'De skal finde et spil, de ikke har vist i mange måneder'

Læs mere her 👇 #sldk 

[LINK]",negative
"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",neutral
Lørdagens transferrygter: United genoptager jagten på Juventus-spiller #pldk,neutral
"Vi inviterer med vedhæftede kronik, til debat om faste valgperioder i Folketinget. Er det bare os fire folketingskandidater der kan se demokratisk værdi i, at Folketinget kan lave solidt lovarbejde helt frem til en kendt valgdato? 

#dkpol #dkmedier 

[LINK]",neutral
"Hvis læreruddannelsen skal forbedres, er der et overset potentiale i studiegrupper, mener Karsten Mellon fra #skolechat #uddpol",neutral
Mediumsalsa er sådan noget man giver til børn og ældre uden smagsløg.,neutral
"Jeg husker tydeligt Pernille Vermund fra FT-valgkampen her i Nordsjælland i 2015. Hun snakkede rigtig meget om skattetryk og grundskyld som K-kandidat. Men ikke et ord om opgør med konventioner, grænsekontrol og problemerne med indvandring. #dkpol",negative
"Det gør det dorthe, og det bliver mere og mere nødvendigt. Altid rart, når vi for ""en gang skyld"" er enige 😂😂",positive
"Det var ikke for at forklejne hans generelle udvikling som du+FD utvivlsomt ved mere om. Men jeg vil gerne vædde en Lyngbypølse på, at min. 90% af hans afslutninger nu er inde i feltet, måske endda +75% fra Dangerzone. Så kommer han også automatisk til at ligne en bedre afslutter",neutral
"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",negative
"Men hvis ikke det står på døren, så skal ministrene vel passes af folketingsbetjenten?",neutral
"Essensen er vel i bund og grund ikke om nogle bliver stødt eller ej, sådan som jeg forstår det Fischer siger, så er der vel bare: det er normalt at være homo, og derfor er det ikke noget man kan bruge som skældsord, så må de istedet råbe idiot eller fjols og så er alle glade?",negative
hyggeligt at du snakker til os 🙏🏻😍,positive
"Helt enig! Det er bare lidt som en banana split uden chokoladesauce. Smager fint, men mangler lige prikken over i'et 😉",positive
"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",negative
Er det ikke muligt at politiet giver Paludan en mobil telefon og så kan han ringe til politiet hvis han kommer i problemer?? Det gør alle vi andre danskere...... Dansk politi har jo også ret til at sige nej og det er ikke det samme som at komme i strid med vores grundlov. Sture,neutral
"Top 20: Mandagsprogrammer i tæt duel #dkmedier #medienyt
[LINK]",neutral
"Vi er snart tilbage med afsnit 2 af 'FC Midtjylland - Oprøret fra Heden'. Her en teaser. Smartodds har baseret på expected goals lavet en ny tabel til FC Midtjylland, så de kan måle præstationer op imod ikke bare FCK, men også store, europæiske klubber. #sldk #fcmfcn",neutral
"Det er bedst med devisen, at der skal holdes rent og ikke gøres rent, den lærte min farmor mig og gør det hurtigere/bedre at gøre rent. 1 1/2-2 timer år uge tænker jeg 😀 og så kan det reguleres",positive
"Gik tur med kæresten, da han ramte en skulder: Pludselig blev han banket ned og overfaldet #lokalavisen #nyheder",negative
"Det er ikke nogen fejl, det er helt efter planen, derfor stopper de ikke",neutral
"Det var faktisk kun derfor tweetet blev skrevet, så jeg kunne smide den bombe! 💣",negative
Nogle gange er du voldsomt trættende ...,negative
"Jeg tror, at Solbakken vil kæmpe hårdt for at få den rigtige mand, så jeg ved ikke, hvis det glipper med Mudrazija. Men i sommerens vindue prøvede FCK jo med Tibbling på sidste dag. Så det var ikke rigtig et klart svar desværre.",neutral
"Sen udligning af Millwall mod Sheff U, og det betyder at Leeds kan gå 3 points foran, hvis de vinder Yorkshireopgøret mod Sheff W. Gad vide om Sheff W vil hjælpe bysbørnene her?
Og Ipswich er i 3. division 👍",positive
"Ganske kort og simpelt: hvis det er så fandens korrekt, alt det du får braldret af dig, hvorfor er det så, at stemmerne flyver fra jer som lort fra spædekalve? Gi' dig gerne god tid. Og vær nu varsom med at svine dine vælgere til 😆😉👍",positive
I politik og andre sammenhænge betyder rød farve stop og fare ....,negative
"Skatteprofessor: »Det er medlemmernes penge, pensionsselskaberne spiller artig dreng med«",negative
Det østrigske Frihedsparti er med på DF's nye EU-hold #eudk,neutral
"»Med Brexit vil Storbritannien blive til ""Little England"". Der vil være en reel risiko for, at Det Forenede Kongerige splittes ad, og vi vil splitte to dele, der substantielt hører sammen: Europa og Storbritannien.« 
@USER i interview med 
[LINK]",negative
"Meget groft sagt, så den mest attraktive halvdel af boligerne ejerboliger, mens den mindst attraktive halvdel er lejeboliger. Samtidig er økonomien bedre i ejerboliger end lejeboliger. Derfor vælger de fleste det har den økonomiske mulighed at bo i ejerbolig.",neutral
"Enig. Topskatten er i virkeligheden et kapital for sig selv og handler om at mindske ulighed og produktivitet. Men da skat er procent + bundfradrag så betaler det rigeste allerede mere i skat end alle andre uanset (og fred være med det), og bidrager derfor deres del til velfærden",neutral
"Skatteministeren forklarer, hvorfor det går så trægt at få kradset gæld ind, at han får statsrevisorerne både på nakken og på talerstolen i Folketinget #dkpol #skat #venstre #nordjylland",negative
"Jeg er her til aften blevet genvalgt til folketingskandidat for i Næstved. Det er 15. år i træk 😊Tusind tak for opbakningen ❤️🌹 Jeg er så stolt og ydmyg over de mange frivillige medlemmer.
#dkpol",positive
"Legekæden: Hvis ikke folk bruger os, så kan det være os, der må lukke næste gang (Dette er en plus-artikel)",negative
"Tror det gi'r bagslag for @USER. Måske tak til 2News for at vise løgn. #dkmedier: ""I bruger 20 minutter på at tilsvine S"" og ""I påstår Mette F. vil rulle stram politik tilbage - hun har klart sagt hun vil stå værn om - hvor er belæg? 
Svar: Øh, bøh"" 😡
#dkpol #dkmedier",negative
"Det vilde er, at Cruyff havde større betydning i FC Barcelona som træner end som spiiller 😁👍🏼",neutral
"Jeg må efterhånden erkende, at jeg er ude af stand til at indlede en mail med ""Kære Lone"" uden at have Shubidua i hovedet resten af dagen.",neutral
Jeg håber virkelig han referere til sig selv... ellers er det da et virkelig trist og lavt niveau dks ansigt ud af til har..😳🤔,negative
For mig var det Google Ads på diverse mediers sider,neutral
Nooo det er bare så skidt,negative
"Ja, alt er jo relativt.
Man er jo på en anden planet, hvis man ikke lige er kommet for skade og på afveje på hans.
- men snak om ""at belære"" .....",negative
"Det spejler sig i spørgsmålet til Møller: Vil du være enig i, at det oplyser Koch at diskutere hans forhold til Grønbech. Det er jo ikke svært for doktoranden at give ham ret i. Det giver en venlig og samtalende diskussion.",neutral
"Her er det nødvendig med statlige investeringer, hvis dette skal kunne realiseres.",neutral
"Jeg har MEGET at lave, så sidder og redigere foto, og hører musik samtidig. 

Det er Kirkefotos lige nu, og jeg har lyst til at citere en person som skrev ude under en af kirkerne i sidste uge, da det noget som dette der driver mig ❤️

Citat...",neutral
"Ups 😄 Er det ikke det man kalder tøsefornærmet 😂⚽️

Kæmpe drama efter triumf: Svensk stjerne skrider fra landsholdet",neutral
"Hvorfor synes ministeren, at rapporten er så farlig? Såmænd bare at den dokumenterer det, som de fleste af os allerede ved og i øvrigt er almindelig snusfornuft. Vi kan blandt andet læse, at...",negative
