label,New,org_or_new
negative,17 mense som uført lige fravaret sine CPR-numre i forbindelse med en omstridt børnesag. Dette får nu kritik fra politikere og organisationer.,0
negative," Selv om du har en point, Thomas (hvilket jeg kan lige så vel forestille mig), er der ingen grund til at være nedladende. Dette er dårlig stil og ikke godt for folkestyrets respekt.",0
negative," Jeg skrev tidligere i dag om politikere, der begår fejl på Twitter og viser sig som klodsede og arrogante. 

Er det en formålsgestaltet taktik? #dkpol",0
positive," Det er sande, denne bog skulle være en skøn læsning at have haft ved starten af arbejdet. Der går intet krav om din e-mail eller telefonnummer for at hente den; simpelthen fri. Frem til det næste! ",0
negative,"Ændringen vil ikke gøre det bedre, at du også er kritisk overfor din fremstilling af RP. Har du overvejet, hvorvidt du objektiviserer ham som et mål for had?",0
positive," Vi skal sikre, at vi kan udnytte vore krafter og viden bedre i dansk erhvervsliv. Særligt små- og mellemstore virksomheder kan fordeles af at udvikle deres viden, hvilket vil sige at de skal spille sig i, til ærebared, gods resultat og bakkens strå talt! Du tilbyder os en værdisættelse ved at gøre os mere klare. Tak for endnu engang for at have lært os noget nyt. #videnispil",0
negative,"Økologiske løsninger: En stor flertal blandt vælgerne ønsker at fjernes. 
Det er jo så skræmmende, Rasmus😢",0
positive," Jeg l fastelavnsbolle. Resten af kagecreme er spist, mens de er i ugen.",0
positive," I denne måned begynder vi en kampagne mod solen og dens mange bivirkninger, fordi vi ved, at det er en almindelig årsag til sygdomme som hudkræft og mørkegrikskræft. Lad os del og fremskube meddelelsen til vor familie og venner, så kan vi alle fælles arbejde for at forebygges disse sygdomme.",0
positive," God aftens, hilsen til valgkamp! Vi ser os sen i stemmehallene.-)
    ",0
negative,"Å benytte bestemmelsessymbolet i Parken også - vil det samme lave effekten? Hvis nej, kan vist have betydningen mindre indflydelse. Så når vi taler om dem igen, er det fordi vi ikke har set dem i en tid.",0
neutral,Æbleblomster finansierer store millioner til plantebaseret energiforsyning,0
neutral," Jeg kan ikke forkaste, at dette er en interessant observat ion. Disney driver nok flere licerenser til serier og film end de fleste andre selskaber sammen.",0
positive,"
    Det er hyggeligt at opleve, hvordan humor og positivitet kan gøre politik mere tilgængelig for almuen i perioden før valget. Og herunder jeg gerne værsges med et stort ""god stil""! 👏 #dkpol",0
neutral,"Æresgæster, få muligheden at være VIP ved Disney On Ice og opleve en tur i Alladins slæde. Udvælg nu de bedste billetter og steg ikke ind på et eventyr i forening med det mest magiske show i verden!",0
negative,"2019 vil være et årti, hvor DR skriver længere end både DF og Danske Medier - og andre udfordringer!",0
neutral,Ændringerne træder i kraft indtil og med fredag den 26. april. Rejseplanen vil blive opdateret med disse ændringer om onsdag eftermiddag.,0
neutral,"Åh, nu prøver du mig i min viden om Bundesliga. Jeg har kun set dem når de spiller europæisk. Men jo, der er sikkervis Werner, der er den mest mobil af de to, mens Yussuf ydermere spilles mere centralt.",0
neutral, En nylig ingeniorudannelse fremgår i biotekologiske center i Kalundborg.,0
negative,"Ændringer i miljøpolitikken er stadig muligt. Jeg menes, det der nedenfor ikke er noget, hele voksne mennesker skal beskæftige sig med under valgkampen 🙄 #dkpol #stramkurs",0
negative,"Men du pegede på det. Men ikke baseret på tal, bare på den totale misvisning i ""ret til at blive besøgt"" i stedet for ""retten"". Specielt da de endnu ikke er enige om hvem der skal udføre besøget eller har skrevet lovteksten...Småting...",0
neutral,"
    Dorte Jarlby fortalte, at hun tidligere havde udtalt det samme foran Klaus Riskær Pedersen.

    ",0
positive,"Æren går ud i hukken! Vi er glad for at invitere en række af vore danske finansierede projekter, når Cyber Trucken kort forbi.",0
positive,"1. maj er en festlig dag for cyklister, da Limfjordsbroen fejrer starten på kampagnen ""Alle op på cyklen"". Festligheder og high-fives fylder luften, mens man bevæger sig mod et sundere liv. #bevægdigforlivet #vcta #sundpol",0
negative," Det er uhyggeligt at se direkte løgn på Twitter. EU støtter hektarvis opdyrkning af jord, men ikke til kødproduktion. #propagandaløgn",0
negative,"Jarlov fejler dog ved at tro, at alle, som er uenige med ham, nødvendigvis er venstreorienterede. Det er ikke sandsynligt, at en person blot fordi de er modstander af en stærkt højrefløjsretning, er venstreorienteret.",0
neutral," #Brexit kan være en del af de sidste trin i opløsningen af det britiske imperium. Dette vil føre til, at Little England bliver udenfor EU, mens et forenet Irland og Skotland træder ind som nye medlemmer.",0
positive,"😃Vi tænker os glade for alle dem, der vil med og bidrage til #arbejdet. Vi er nysgerrige på at se, hvordan vores fælles indsats vil give mening og skabe muligheder for enhver.
@USER",0
negative,"Regeringen har siden 2015 udskåret 6.452.096.227 kroner til uddannelse. Det er 9 millioner kroner om dagen! Følg de nedskæringer, der sker i realtid, med #dkpol #uddpol #fv19 #Stop2pctNU",0
positive,Ændringerne vil gøre det nemmere for syge borgere at få fast arbejde på deres nuværende sted. Frem vær disse film fra WorthyReform og hjælp os med at tvinge politikerne til at lytte. #WorthyReform #dkpol #sundpol #arbejdsforhold,0
negative,"Som allernødvendig at vedkommende videre kender til, at der går til valg og folk prøver at vinde stemmer ved at tale på en måde, som de mener vil virke mest tiltrækkende for vælgerne. Dette kan inkludere at bryde med traditionelle konventioner eller lade DF'en have stor indflydelse på valgkampen og så videre.",0
neutral,Ækvatorialens og australske mesterskaber i strandhåndbold er i gang. ,0
positive," endnu ikke entydigt, om det nye AGF stadig udfordrer os alle, men der viser tegn på forbedringer. 
    ",0
positive,"Ær du interesseret i at male en farve på væggen? 🖌
Selv om det er sjældent, at folk tager initiativ til at gøre dette, kan det være godt for os som en individuel person. En lokal boligindretter har udtalt sin mening om emnet. Læs mere om hendes synspunkt.",0
negative,"Ægte dumhed er uskyldig, men at kæmpe mod det er ufrugtbart. Erik er den mest modstandsfærdige politiker, jeg har mødt i herindsiden. Det siger mere om hans evner end noget andet, og det er ikke nok at prøve for at bevise det.",0
positive," Jeg er glad for, at TVA's arvefølge er nu trygget på en skånet måde :) ",0
negative,"Ønskede du ikke at have dit barn med dig i Folketingssalen? 

Dette får @USER at tage sin vrede ud på retorikken og dens personlige valgkampagne, hvilket forøger vrede.
    ",0
negative," Det lyder som om du er utilfreds med en bestemt spillestil, og du mener at Åge ikke udnyttter de talentfulde danske spillere. Du ønsker at få den eufori tilbage, du havde førhen",0
positive," Vores seneste album, der bliver vores syvende, er færdiggjort. Det er en samling magiske klaversange og vil blive udgivet i foråret. Første single 'Gone' er allerede klar til spilning og lever op til den vente værdige lyden på albummet.",0
positive, Ugens buket er lavet af en brugsuddeler med overskud i Rudersdal og Viborg. #brugsuddelere #overskud,0
neutral, Se videodokumentareren om dødsgangen i USA her: ,0
negative," Men forstå, at Finansministeriets regnemetode skal sandsynligvis forøges med yderligere kr. 225.000 ovenon over det enkelte skal have. Dette kan være årsagen til, at V ikke har fremlagt noget, selv om det er meget dyr. #dkpol",0
positive,"Vi vidner i Faglige Seniorer om læsernes behov og har opnået 63.000 glade abonnementer på vores nyhedsbrev. Dette uge prøver alle på at løse tissetesten. Det kan også være relevant for de natpissende på #dkpol. 🤩#fagligsenior #natpisser
[LINK]
    ",0
positive," Ja, han kan måske ikke stå ansvarlig for en skade på en radio, et symbolsk fangelse for dyr, en udladningstrafikkrøjle eller et utryg vildsvinehegn. Men det betyder ikke, at han er mindre rationel og logisk end I i denne situation.",0
negative,"Ærkeenglen, jeg forstår, at du har vanskeligheder med at holde din nervøsitet under kontrol på Twitter i dag. Det er skuffende og skamfuldt, hvad der er sket ved #radio24syv og de involverede. Håbentlig vil dette fremkalde en ændring.",0
neutral,"Analysehuset mener, at det kan være vanskeligt for Dell, den gamle hardware-leverandør, at skifte fokus fra sin gammel arveprins til de nye udfordringer: #digdk #dkbiz",0
positive," Yesterday, I looked at a statement that mentioned their game Vampyr has sold over 1 million copies and their publisher Focus Home Interactive has renewed a contract with DONTNOD. It seems like the company is building some momentum.",0
negative," Jeg vil ikke forsøge at undskylde for nogen eller sige, at firma X ikke kan gøre mere. Men det er en meget stor skala, de arbejder med, da de forsøger at beskytte os mod og fjerne det skadelige indhold, som folk laver for at snyde og svine hinanden på internettet.",0
positive,"Øjeblikkeligt var Kamran havde taget skridten fra sommersolstisens nederlande, ville han stadig have vist tegn på at han hørte hjemme i Danmark. Det er efter alle tænkere dansk at dele, have empati, være rummelig og være i godt humør.",0
negative," Hvorhen vil du, at jeg skal reagere på dit spørgsmål? Er det en mavefornemmelse eller en situation, der forår forargelse? Jeg synes, at der er nogle, der hader dem, som støtter parlamentarisme og EL, samme måde som du gør.",0
positive,"Ønsker du at finde mere effektive metoder? Det er klart at dette ikke er den bedste måde at nå dette mål, men i dette tilfælde får du noget gratis 🙂",0
negative," Venstre forsvarer sig mod anklager om at forhindre borgerforslagets fremskridt gennem det klimaterapis syn på sig selv. De nævner deres ønske om at beskytte landbruget og miljøet, men modtager kritik pga. processens hæmmelæggelse ",0
negative,"ønsker at pege på, at Socialdemokratiet mistede sine grundlag i mange år tilbage... men de vil ikke anerkende dette. #dkpol",0
negative,"Det kan være udfordrende at identificere sig selv som socialdemokrat i nutidens Danmark, men det må da være ekstra udfordrende at være liberal. #dkpol",0
positive," Det er en festdag for Inspector Morse, og vi fejrer hans evner som detektiv. 
    ",0
positive,"Jo, men det var netop grunden til, at jeg var optaget af arbejde i Jylland i nogle dage, og derfor først nu har læst din udførlige analyse &amp; lang tekst om forholdet mellem - den er virkelig verdens egen til at blive delt igen #dkpol",0
neutral,Laere hvad der skete ved den langsomme middag,0
positive," Nordhaus' klimamodel er udsat for mange kritikker, som både er faglige og subjektive. Modelen inkluderer også en iskold utilitarisme, der gør den uegnet til at bruges i politiske beslutninger om #dkgreen.",0
negative," Den frie markedsordning er under pres. Vi er et skridt nærmere kommunistiske femårsplaner, nulvækst og totalitært styre. Det kan ikke tåle.
    #dkpol",0
negative,"Økonomisk Direktør Støjberg har nyligt udtalt, at hvis Danmark indfører permanent grænsekontrol, vil vi tabernhedens vis ridvere os af adgangen til datasammenhenger som Schengen og ÆSIS. Dette får ifølge ham udførelsen af en effektiv grænsekontrol "" mere kompleksk "". Hvad tror I om hans argument? ",0
positive,"36-årige rytter har fået en god start på 2019-sæsonen, hvilket er et imponerende resultat for ham.",0
neutral,"1. etape af Tour de Romandie finder sted, og Buchmann og Thomas er i angreb. Følg de sidste 11 km her.
    ",0
negative,"
    Men det er kun fordi du ikke har lyst til at høre, at du er galt i din mening om ytringsfriheden. Hvis du har problemer, må du søge hjælp ved retten og få det nødvendige faglig vurdering. Ingenting kan justeres, selv om du er en idiot, skal du have ytringsfrihed - og du bør være glad for det #dkpol",0
positive,"Der er jo ingenting bedre end 20+ grader solskine, kul glaspikker pga påskeferien, god kammeratskab med venner til at drikke og spise med, og en klassiker i aften som #vbagf. En fantastisk søndag! #sldk #ksdh #ultratwitteragf",0
positive," Skilsmissen kan være et livsfyldestgørende problemer for både børn og deres forældre. Derfor er det vigtigt at hilsen på ny skilsmisseaftale med en positiv tilgang, fordi det er en markant behov for at støtte forældrene i at huske, at deres beslutninger omkring bruddet har betydning i børnehøjde. #dksocial #dkmedier",0
neutral,91 millioner kroner investeres i softwarestartup for at udbrede og expande plattformen,0
neutral," Nogle Barracuda-fans har skrevet, at de mener det er godt, at han er i Danmark. De tror dog, at han (for ofte) ville blive udsat for en helbredsmæssig udladning. Det vil være spændende at se, hvad Blichfeld kan tilføje holdet - måske mod Sverige næste uge",0
negative," Har jeg dog ikke forstået rigtig, hvad du forslår vi skal gøre?",0
neutral,"Øjeblikket ville et møde i en mulig finale være en undtagelse, men det er sikkert at jeg ikke ville have forladt festen, så længe musikken lige gik på.|cabochon:wink:",0
positive," Jag ønsker at vi alle bliver smarter, selv om jeg måske bærer klubbriller. Jeg er optimist i alle omgivelser",0
negative,"Økonomiske problemer på den danske arbejdsmarked forurenker diskussion om indstilling og tilpasning, som hhv. lønninger og timelon. En væsentlig udfordring er at aktivere arbejdsløse og andre, der modtager sociale ydelser, og fremme fuldtidsarbejde. Dette gør det nødvendigt at tage højde for forskellige arbejdsrollekrav som fx chauffører og kontorchefer.",0
neutral,"På #nyheder: En mindre interesse hos unge for velfærdsuddannelser. Absalon Professionshøjskolen bemærker et stort fremfald i antallet af ansøgere til pædagog, lærer, sygeplejerske og socialrådgiver-uddannelser.",0
positive,"Åh, tak så meget, Morten! Det var virkligt en sædvanlig ting at have mulighed for at samarbejde med dig. Vi har haft mange spændende diskussioner og jeg er stolt over de resultater vi har nået frem til. Godt nytår - her tilbage med flere interessante projekter!",0
negative, Stop med at spise! Det er for tidligt endnu.,0
neutral,"Ærkerningen og Danmarks Folkeparti har for chok præsentert en aftale om det specialiserede socialområde. Læs mere her: 
#dkpol #sundpol #dkmin",0
positive,"DLG kan have et rekordår i 2019, hvis de har en stærk vækst og god afgrødeproduktion.",0
