label,New,org_or_new
neutral,"Haderslev: Vi har i et stykke tid ledt efter en tyveknægt i området v/ Lindedal - han var brudt i en bil i området. Tyveknægten beskrives som: ca. 30 år, ca. 180 cm, iført grå trøje og blå jeans. Hvis Du har set noget i området hører vi gerne fra Dig på 114. Vagtchefen #politidk",1
positive,"Hele Danmarks Lydmor: - Kreativitet er en muskel, der skal trænes (Dette er en plus-artikel)",1
positive,Vent hvad er det her lol,1
neutral,Kræft øger risiko for andre sygdomme senere i livet,1
negative,Det politiske og holdningsmæssige vedr. Israel er en hvepserede - ikke bare i Danmark. Nu vi taler om diskrimination hører jeg ofte de ækleste og mest uhyggelige ord talt om Israel og jøder [fra Muslimer]. Det bekymrer mig ligeså meget som Vestens blåøjede naïvitet.,1
negative,"Ja, og da der var meget lidt CO2 var der hungersnød i mange lande, hvor planterne ikke groede. Nu er vi mange flere munde der skal mættes.
#dkpol",1
negative,Så må de fortælle hvilke fordele de mener der er for DK ved at være med I EU? Og spar os for fred i Europa det er NATOs fortjeneste Og handels aftaler kan DK lave bedre og hurtigere end gennem EU bureaukratiet Jeg ser kun ulemper og det bliver værre,1
neutral,Den danske sang og Blackfacing to danske værdier vi skal værne om 😂,1
negative,"Nej, det er ikke det der er brug for, for det hjælper ikke. Det der er brug for er at integrationserklæringen tages helt anderledes seriøst og dem der alligevel ikke accepterer de fundamentale danske værdier ikke få lov at være her.",1
negative,"#lægevejen: hvis det er 2.påskedag, kan jeg ikke skrive en besked til min læge? Altså en form for email der ikke virker på fridage?",1
neutral,"Kloge spejle, Augmented Humans eller noget helt tredje? Lara Gavina fra kom med gode bud på, hvad brands skal gøre for at forblive relevante i den Post Mobile-æra. #tmhemlist2019 #ÅRESTCMO",1
positive,"Jeg vil gøre mit bedste for at dokumentere de første to dage på som professionel og være der om lørdagen i mit private med datteren. #uddpol #skills #eud #eux 

Følg det hele på Detailhandelsuddannelsens Facebookside: 👇👇
[LINK]",1
negative,"Er det virkelig som “formand for Det Udenrigspolitiske Nævn” at tager imod Le Pen? Er det Udenrigspolitisk Nævn, som har inviteret Le Pen eller er det Espersen selv? To helt forskellige signaler #dkpol",1
negative,"kan i ikke droppe den forespørgsel efter lokation når man går ind på jeres side? Det crasher min Firefox på android.
Lav i stedet en knap, for dem der ikke ved hvor de er.",1
negative,"Du antager, at andre mener, at forskellen i IQ bunder i biologi. 
Du påstår, at forskellen i IQ er socioøkonomiske forhold, det skal i så fald underbygges.",1
negative,"Ingen tvivl om det en klassiker. Men en fairness er det kun i bagklogskabens lys, man kan se hvor dumt og ignorant det var",1
positive,her er mine elevers bud på de vigtigste emner til valget - de er alle førstegangsvælgere! De håber at de bliver hørt! #dkpol,1
negative,"Synes bare det er lidt underligt at frydes over, at der fjernes forskningsmidler fra kernekraft? Hvis det blev for ærgerlig en drejning, kan vi da godt holde her. Min holdning er, at der er en uforholdsmæssig stor modvilje mod kernekraft i Danmark i forhold til vidensniveauet.",1
neutral,"Vi kører rundt til hverdag med en milliard plakater over det hele. Annoncer, reklamer etc. Pludselig skulle valgplakater udgøre en særlig stor risiko. Det giver absolut ingen mening.",1
neutral,"Jeg deler din overraskelse, selvom jeg kommer jævnligt dernede på deres klatrebaner, så måske burde jeg ikke blive overrasket. På den anden side, er det jo ikke ‘vores’ natur, men hans ejendom.",1
negative,"Finanstilsynet er efter kreditforeninger og banker med nedsættelse af ejd værdier til langt under dagspris, så låneudmåling bliver hårdt presset.
Fremdrift bliver ødelagt.
@USER #dkpol",1
negative,Du kan være enig eller uenig i Amalie Haves ræsonnement ift kunstnere. Men Den Korte Radioavis har i ugevis ringet til Amalie direkte fra radioprogrammet og udenfor sendetid samt publiceret hendes egne billeder på programmets Facebookside uden samtykke. I FEM programmer. Chikane.,1
positive,"Flabet tæmning bag støttebenet af Andreas Skov Olsen, inden han så sparker bolden i kassen til 0-2.
#FCNdk #sldk #vbfcn fcn",1
positive,Samarbejdet mellem og har i det forgangne år ført til bla fælles erhvervsudspil og sælgerpantebrevsmodel til gavn for generationsskifte. Vi ser frem til det kommende politiske år 🌾👩‍🌾 #dkpol #dkøko,1
positive,EKWB er altid god for en omgang eyecandy. Denne gang henvendt til det nye 7nm grafikkort fra AMD.,1
neutral,Steffen Højer vil se trodsreaktion mod Roskilde #1div #viborgff,1
negative,RT @USER: Hvad f..... sker der nu her? #dkpol #ledelse,1
positive,"Jamen der ER da netop nogen, der gerne vil lege med Det vil vælgerne. Den største procentvise stigning til partier, der vil en anden vej. #fremad",1
positive,"vi skal bestemt også være opmærksomme...

‘Bare fordi man er banal, betyder det ikke, at man ikke er farlig. Bare fordi man er latterlig, betyder det ikke, at man ikke skal tages alvorligt’ - Åsne Seierstad",1
neutral,Grønlands fiskeriminister Jeremiassen trækker sig efter en periode med tumult i fiskeripolitikken #glpol,1
positive,Sådan! er mega stolte af at @USER&amp;Knudsen har vundet #arbejdsmiljøprisen for #arbejde med #stress Tillykke #dkpol,1
negative,"#VUC har brug for ilt (penge) I årevis er VUCs tilbud drænet for ressourcer, og netop det at give voksne de grundlæggende færdigheder, de ikke fik som børn og unge, forudsætter et voksenpædagogisk miljø tæt på borgerne. Det koster, og vi skylder #uddpol",1
neutral,"Esbjerg fB skifter. '82: Yuri Yakovenko går ud, og Patrick Egelund kommer ind",1
positive,"Intet ondt herfra 😊 Det er muligt, at du har ret. Jeg har bare ikke kunnet finde den definition, men jeg har heller ikke brugt old school ordbøger. Jeg formoder ikke, at mange dyr ud over mennesket parrer sig med andet formål end reproduktion. Jeg har heller ikke hørt ...",1
neutral,"Mandag eftermiddag holdt F.C. København pressemøde om, at William Kvist nu er indstillet til en bestyrelsespost i Parken Sport &amp; Entertainment. Hør hele pressemødet med William, Ståle og Bo Rygaard i denne podcast! #fcklive 
[LINK]",1
neutral,"Fagforeninger får et kæmpe skulderklap, men også en røffel af danskerne i en ny undersøgelse #arbejde",1
neutral,"“Balancen mellem frihandelsesblokkene og de mere protektionistiske i Europa-Parlamentet vil rykke sig. De kræfter, der vil frihandel, vil blive svækket og den europæiske integration bremset,” siger Rasmus Brun Pedersen fra til P1radio #dkmedier",1
neutral,Antallet af danskere med lynhurtigt bredbånd eksploderer,1
neutral,Riisager udskyder omdiskuteret digital prøvevagt #dkpol #uddpol,1
neutral,Og det gælder for øvrigt nok også de ægte 😉 #nejtaktilindgreb #dkpol,1
positive,Så tager vi Golf igen. Men overvejer elektrisk! 😂,1
neutral,"Det er intressant at flere skriver deler pga, så skylder man ikke noget. Præcis sådan jeg har det. Jeg dater ikke. Men det med at skylde, så skal man gå med manden hjem og gice det man skylder. Så en deler.",1
negative,"Jeg har det lidt mærkeligt med, at man kan lave journalistik på den måde. På den ene side er oplysningerne jo super relevante og interessante. På den anden side - kan man så det som journalist - sidde i en bar og høre folk tale og så lave en hel artikel om det?",1
negative,"De to størrelser er selvfølgelig ikke 100% sammenlignelige, men når DBU er så fokuserede på at engagere sig i homo-rettigheder (hvilket er fint) så er det absurd tyndt hvis DBU intet gør ifht. Qatar. Hvis DBU kun vil stå ved sit standpunkt når det er uden konsekvenser er det 👎",1
negative,"1/2
Det efterlader alligevel en del spørgsmål.
1. Hvor lukrativ er den fratrædelsesaftale, som den angiveligt løgnagtige og økonomisk uansvarlige skoledirektør har indgået? 
2. Hvornår fritstiller man den ligeledes angiveligt løgnagtige og økonomisk uansvarlige skolechef? og....",1
negative,Du er jo helt hjernevasket af kulten :-) Sæt dig ind i hvad socialisme er! Danmark bygger ikke rigtigt på socialisme... Det lyder mere som et konservativt argument du bruger. Du er konservativ men tror du er socialist 😂🤣,1
negative,"Prisen for at regeringen kan gå til valg sammen med @USER: En strukturreform, der ikke er brug for. #sundpol #dkpol",1
positive,"Det er da super, dine øjne er da vigtigere and valgkampen. Og bliver du ikke 100% brillefri går vel endda.",1
positive,Tænd for dit tv! I dag og et par dage frem kan du på møde en masse fantastiske frivillige fra @USER: #dksocial #frivillig,1
negative,"[LINK]

Godkendelsen er ugyldig. Dette faktum går ikke væk bare ved at lade som ingenting. Det går der i mod kraftig udover retsfølelsen og tilliden til politikerne. Der skal ryddes op! #dkpol 

[LINK]",1
negative,Fortællingen om Trump og de tolv trodsige republikanere,1
positive,"Så er der sat punktum for en stærk dansk lobbyindsats i EU. Danmark kan påvirke rigtig meget, især når vi er mange, der arbejder sammen! #dkpol #dkbiz #eupoldk",1
negative,"Det er lidt let blot at tale om ytringsfrihed, hvis man samtidig lukker øjnene for ordene han og ligesindede chikanerer befolkningsgrupper og enkeltpersoner med.

Og det sidste gør han i stor stil.

Så, nej, nu smed jeg det ud i lyset. Bare en enkelt gang.",1
negative,Kan der ikke komme nogle max-grænser på hvor meget cykellygter må lyse? Jeg er træt af at få brændt sorte pletter i mit syn af blinkende LED-lygter...!,1
neutral,Stærekassen på Mors har danmarksrekord,1
neutral,"Keynes og Friedman mot Hayek og Mises. Hvis det skal være en hel time om sentralbanken, vil det bli langt tydeligere hvilke elefanter som er i rommet (K50). #dax18",1
neutral,"Europakommissionen vil nu undersøge de skattemodeller, som Nike har lavet via Holland har givet dem en unfair skattefordel. Modeller som @USER, i og mange andre medlemmer rapporterede om i #ParadisePapers",1
neutral,RT @USER: Ny træner. Nye øjne. Mathias Zanka Jørgensen bænket for første gang i sin tid i Huddersfield. Kamp fra 14.25 på,1
neutral,"På ingen måder coolio. Men det er ligesom når jeg har fokus på sproget i klassen, hvor jeg underviser, og lille 'Peter' råber ""LUDER!"", og jeg påtaler det, og han så siger ""men Mohammed har kastet med viskelæder 3 gange."" Fokus på A, gør ikke B tilladt eller ""cool"".",1
neutral,"Det sætter dybe spor når byens vartegn brænder. Her deler Hans-Erik Germuth sin oplevelse af branden i Domkirken i 1968. Henning, der gik på pension for år tilbage, er i øvrigt fortsat en dygtig vikar på skolen #lærmedklm",1
negative,"- God fart, men lidt stive hofter i retningsskift, run and chase type
- Tackler godt og er meget fysisk i sin spillestil
- Virker ikke super instinktiv, og det går lidt langsomt med at læse spillet på nogle spil.
- Habil Blitzer
- Ville nok ikke stole meget på ham i opdækningen",1
negative,"Hvordan spørger man en kilde: ”Er du ikke-binær?” #dkmedier 
[LINK]",1
negative,"Kunne vi få lidt flere oplysninger! Hårfarve fx.
De to formodede gerningsmænd løb fra stedet. De beskrives begge som spinkel af bygning, 180-190 centimeter høje og er i alderen 18-20 år.",1
neutral,Det er afgørende for Danmarks fremtid at vi får en langsigtet plan for udbygningen og vedligeholdelsen af infrastrukturen #dkpol ⁦@USER⁩ ⁦@USER⁩,1
negative,"Tal endelig ned til mange tusinde danskeres meget reele bekymringer. Det skal nok afskrække dem fra at stemme på Paludan, at du synes de er idioter...",1
negative,Det handler IKKE om 👟👠 #dkpol #ligestilling #ledelse,1
neutral,"🎧 🇲🇦🇩🇰Ny podcast: Danmarks ambassadør i Marokko, Nikolaj Harris, fortæller om Marokkos aktive udenrigs- og sikkerhedspolitik og om landets altoverskyggende prioritet - nemlig kontrollen over det omstridte område, Vestsahara #dkpol #podcastdk #dkmedier 👉
[LINK]",1
negative,RT @USER: Olieindustrien bruger milliarder på at obstruere den globale klimapolitik #dkgreen,1
neutral,.@USER lægger sidste hånd på sin tale til landsmødet. Følg den på DR2 og TV2 News kl 14. Klimakrisen kræver vores udelte opmærksomhed #dkpol #LMÅ19,1
positive,"playstation 4(og der findes sikkert en masse på DBA) er fint til fortnite. Fortnite er gratis, pengene kan man vælge at bruge på ingame merch. Og nej, det er faktisk helt rimeligt og på niveau med PC.",1
positive,"Mangler du frivillige til bestyrelsen, den næste byfest eller noget helt tredje? Så læs med her 😊",1
neutral,Jeg ved godt Ø har og det er efter 8 år så det betyder igen farvel til en af deres dygtige folk ! Men tror det er sundt at komme væk fra Borgen en periode det gør bla fra Å og det har han sagt fra start af ! Ved ikke hvorfor Å har valgt anderledes m leder ?!,1
positive,"Jeg synes nu man er ret tilpasset og organiseret når man stiller op til protest mod fascister. Fascister er anti-demokrater, ikke unge der protesterer. Lad være med at beskylde de unge for at politiet valgte det mest konfliktpotentielle sted, man skulle tro de ønskede konflikt.",1
neutral,OB-profil: Brøndby-kampen var den fedeste #brøndby #obdk #sldk,1
positive,"Desuden går ingen mennesker gennem livet uden af og til ikke at leve op til deres egne idealer. Jeg har for eksempel i årevis råbt op om dyrevelfærd, men det er kun siden nytår, at jeg stort set er holdt op med at spise kød.",1
neutral,"4/3 ca. 78.000 ansatte så trækker det resten af sektorens sygefravær op. Rapporten konkluderer bl.a. “...over halvdelen af forskellene i sygefravær skyldes forskelle i demografi og arbejde” siger Merete Labriola, som er uafhængig forsker med speciale i sygefravær.",1
neutral,Har Wozzy ikke været aktiv i mere end 11 år?,1
negative,Det skriver jeg netop med dråben der fik det til at eksplodere ! Det skete ikke over Night ! Vi har længe fået en dybere og dybere kløft mellem forskellige grupper i Dk der føler sig trådt på og ydmyget og ikke føler sig hørt #dkpol,1
neutral,Rasende Tuchel: Hvem skal spille mod Nantes?,1
positive,"Jeg er vild med baggrundshistorien! 😍👏🏼 

Og ja! Eftersom single = mangel på babyer i mit liv, så passer jeg gerne! 😂👌🏼",1
positive,Så kom og jeg på dagens liste over mest populære tweets fra men prisen for dagens sjoveste Radio24syv tweet går nu til der i stærk 1. april stil v have til at byde på den ledige radiokanal 😱😂✌️#dkpol,1
neutral,Man diskuterer ikke med formanden. Overhovedet!,1
neutral,Massiv kø efter uheld på Køge Bugt-motorvejen,1
positive,RT @USER: Tænk at det siger i dette interview ikke bare er indlysende for enhver:,1
negative,"Det må være rart at bo i det elfenbenstårn hun har bygget sig. Bagefter argumenterer hun for at de er historieløse, jeg var ved at kaste op af grin, over stupiditeten.",1
positive,"Ser det slet ikke som noget problem, den 7 dages periode er jo bare noget, som de etablerede partier har brugt som en vejspærring, fordi de ikke ønsker nye partier på banen. SK har fair and squre samlet 20.100 VE's, så lad vælgerne afgøre om de skal ind.",1
negative,"On second thought... spørgsmålene om dit syn ""danske værdier"" ligner et forsøg på politisk profilering af dig, ligesom dette spørgsmål",1
neutral,Og så har Ivan Nielsen lavet inddækninger og tagrender på mit gamle hus på Amager. Han har et VVS-firma med sin søn.,1
negative,Hvorfor synes og resten af folketinget at det er ok at fleksjobbere ikke skal have et ordentligt liv ? Se fx. DR I hus til halsen VII (4:8) #Udafhusoghjem #psykiskudmattelse Og vil ikke velfærd,1
neutral,"“Hvad ville I gøre, hvis de frivillige gik hjem i morgen?”🤷🏼‍♂️ Lynge Jacobsen inspirerer hele idrætten, NGO’er og politikere på #idrætstopmøde til hvordan flytter folk fra bænken til banen, når det gælder #beskæftigelse #integration #EnDelafNogetStørre ⚽️",1
positive,"Baggrundsinfo: Folkeforbundet er kendt, fordi det indførte principiel ligestilling mellem kønnene ved alle stillingsbesættelser i 1919, altså lang tid inden det blev muligt for kvinder at blive ansat som diplomater i de fleste nationale udenrigstjenester.",1
negative,"Og just for the record: Juve er en af de klubber jeg beundrer mest. Ikke fan. Men meget fascineret af historien, magten, storheden, stabiliteten og styrken i den. Men er dælme skuffet over 0-reaktionen ved denne episode. Og før det denne her:",1
negative,"Udslidt? 
Du gå meget ned i indtægt ved tidlig folkepension !
Eksisterende ordninger er langt bedre ! 
@USER #dkmedier #dkpol",1
negative,"Orban er en 'klaphat', men vil beholde ham i EPP-gruppen i Europa-Parlamentet, efter Juncker opfordrer til at man smækker den konservative dør i -&gt;",1
neutral,"Jeg er som sagt enig i, at debatten da DK for 30-40 år siden besluttede ikke at bygge a-kraft var for unuanceret. Men nu synes jeg næsten det omvendt: Nu er der en tendens til at være pro-akraft af idealistiske grunde, selvom vi har bedre, billigere og sikkere alternativer.",1
neutral,"Nyheden om koranafbrænding herhjemme omtales i arabiske medier. En af reaktionerne nederst: 

""Vi skal aldrig modsvare den slags opførsel ved at brænde deres hellige bøger eller gengælde deres angreb på vores profet ved at nedgøre elskede Jesus og Moses.""
#dkpol",1
negative,"Kaiser spiller en rigtig god kamp, men i 2-3 afgørende situationer vælger han den forkerte løsning.. den ene gang med er spark 27 meter over mål til følge, istedet for et spille en helt fri Wilczek. Måske det påvirker nogens evaluering",1
positive,"Der er et par andre som jeg også synes han nailer på en måde som ingen andre ku gøre. Men jeg er helt enig i at orkesteret og det hele klæder ham. Vildt nok at han, angiveligt, var så stiv at han intet huskede fra optagelsen, og ikke genkendte den da han hørte den i radioen...",1
negative,"Nårth, socialisme som i fx Frankrig og Spanien i årtier? Det her med at ligestille socialisme med kleptokratier, alene fordi de kalder sig socialister, er en af de mere tynde stråmænd. Om det skyldes intellektuel uhæderlighed eller intellektuel inkompetence kan vi blot gætte på.",1
negative,Risikerer vi at øge uligheden i sundhedsvæsenet med sundhedsreformen ? Læs Jes Søgaard. Får vi et A og et B hold af patienter med ulig adgang til sundhedsydelser og specialiseret behandling,1
negative,"Det er ikke kun FN, der har skylden, men hele den venstredrejede presse, som ikke er andet end statens velbetalte tabloide talerør. De står med åben mund og beundrer og feterer politikere, som kører Danmark og danskere i sænk for egen vinding, fremfor at belyse deres uduelighed",1
neutral,Stadionplaner - nu får politikerne og naboerne kniven for struben #Aarhus #AarhusStadion #ultratwitteragf #JydskVæddeløbsbane,1
positive,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,1
positive,"Det kommer jo selvfølgelig også helt an på erstatningen. Erstatter vi ham med Tielemans, Ndomebele eller Fellaini, så er der selvfølgelig forskellige scenarier :D",1
negative,Information ønsker berufsverbot mod islamkritikere: - Kan advokat Rasmus Paludan forsvare udlændinge og samtidig være med i For Frihed? #dkpol,1
neutral,Det Kongelige Teater: REMINDER: Præsentation af Det Kongelige Teaters sæson 2019/20,1
neutral,Tager man de tidligere formater med (Mesterholdenes Europa Cup o.s.v. siden 1955) er Zaniolo den sjetteyngste italiener til at score i Europas fineste turnering.,1
neutral,"Forbrugerne gør oprør mod Verdo-toppen: Ud med repræsentantskab, bestyrelse og direktion (Dette er en plus-artikel)",1
neutral,"📅 Der bliver i dag sendt følgende kamp fra på TV:

⏰ 19:00: FC Nordsjælland - FC Midtjylland

#FCNFCM #sldk

🔗",1
neutral,Jeg synes de slår gnister,1
neutral,"Kasper Asgreen er med igennem live i dette sjette afsnit af Holm og Bays Radio Tour, og det er nok ikke svært at gætte, hvad snakken falder på:

""Jeg lukkede bare øjnene og kørte alt, hvad den kunne trække.""",1
neutral,Denne her perspektivering på lønudviklingen i #pldk bliver du næppe overrasket over. Men du bliver bestemt heller ikke dummere af at læse den,1
negative,"Så ingen andre må foreslå noget, der kommer de nedslidte til gavn, så længe Mette Frederiksen ikke vil være konkret og bare føre valgkamp? #dkpol",1
positive,Ser underlaget ikke glat og ekstremt hurtigt ud? Enig i den sidste del 😊,1
negative,"Det er da vist kun dig og dine underlige kampaner der har den indstilling, må jeg gøre dig opmærksom på at vi er rigtig mange her i Danmark der syntes at Pia Kjærsgård gør et godt job for de mennesker i landet som ikke ønsker undertrykte kvinder der bukker for manden",1
negative,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",1
negative,"Det var derfor jeg lige skrev det dér for en sikkerheds skyld. Det var ikke tydeligt for mig, det var en joke.

Jeg er med på holdet med ikke rigtig at have drømme for livet. Jeg vil ikke sige, mit liv er et mareridt længere, men har måttet lære ikke at have håb og drømme.",1
neutral,"Hvor holder du ikke et pressemøde om jeres forslag til pension? Vi vil så gerne vide, om I stadig ønsker at hæve pensionalderen. #TingVenstreIkkeHolderPressemødeOm #dkpol",1
negative,"...og han blev erklæret uværdig til at sidde i folketinget i to gange, men åbenbart er det fint nok at have ham hængende på væggen.",1
negative,"Mere barsel bliver øremærket - vil ikke hænge sammen hos os, siger far",1
negative,".@USER listen bakker selvfølgelig op om deres psykopatiske voldsbøller ... en skamplet for demokratiet, ikke værdig til at sidde i folketinget #dkpol #rasmuspaludan",1
negative,Hm... Ikke enig. De er eksempelvis imod kontanthjælpsloftet,1
positive,Det er vi også ret mange #eudk #eupol modstandere der er 😁😁,1
positive,"...og Singapore er ikke alene. Mere af det, tak!",1
negative,"Som så ofte før, smykker regeringen sig med lånte fjer, når de forsøger at tage æren for den gode beslutning at lave et fælles lægevagtnummer. Men det er selvfølgelig heller ikke en god historie for dem, at det faktisk var regionernes aftale allerede. #dkpol #sundpol",1
neutral,Det er spændende! Må man se den samlede måling?,1
positive,"det er ikke glemt i den danske folkeskole. En de eneste overlevende danskere fra Auschwitz er 90-årige Arlette Andersen hun har holdt mere end 400 foredrag for især unge
[LINK]",1
neutral,"og man taler jo som journalist på borgen til baggrund med mange forskellige parter i sådan et forløb her. De seneste dage har jeg da også talt til baggrund om pension med ansatte i dit parti. Det betyder ikke, at jeg er mindre kritisk, når jeg interviewer til citat",1
negative,"I surhed over at #GoT først releaser deres afsnit natten til mandag, er jeg trukket indenfor og genser nu ss8e1 #suk",1
positive,"Jeg har gennem længere tid ønsket at åbne en burgerkæde og har derfor researchet benhårdt. Jeg har tons af data, der beviser, hvor de andre kæders kundekontakt er svær og træls. Det problem løser min kæde. #dkentrepreneur #løvenshule #iværksætter",1
neutral,"Dom i sagen fra januar: 22-årig mand idømt 1 år og 6 måneders fængsel for bla. ulovlig indtrængning, ulovlig tvang og grov vold i Høje Taastrup. Medgerningsmand idømt 6 måneders fængsel #anklager",1
negative,Det går vist først over når ikke én længere tider at tænde lyset i skærmen og se og høre på hvad de synes de har at sige. Desværre. Og tanken i sig selv er desværre utopisk.,1
positive,"“Så vi vidste godt, at de var passionerede FCK-fans. Men nu er Pelle og David to meget likeable, midaldrende mænd, som er rigtig gode til at møde folk i øjenhøjde, og det er blandt andet derfor, vi har valgt dem.”",1
negative,"DF har haft alt for meget magt Støjberg har villigt fuldt trop som har resulteret i over 100 mere og mere pervaterede stramninger. Det har åbenbart inspireret nogle ekstreme psykopater at gå helt ud over planken og hoppe ud hvor man ikke kan bunde. Martin H. DF er snart ""nuttet"".",1
positive,"Spændende dag i vente i DI om Digitalisering og Jura. Vi har brug for flere offentlig-private partnerskaber, øget adgang til data og mulighed for at prøve os frem med nye teknologier, jura og organisering. #dkpol #dkbiz",1
negative,"Hvis testen er lavet så børnene mister tålmodigheden, er den jo netop ikke retvisende. Tværtimod, den vil vise noget der er forkert, hvilket kan føre til forkerte konklusioner. Det hjælper ingen.",1
negative,"Der må være opsættende virkning til den er færdig behandlet, derudover virker det jo grotesk",1
positive,RT @USER: Fantastisk gode nyheder 🤸‍♂️🕺,1
neutral,Første håndtryk mellem Kim Jong-un og Putin,1
negative,"Det virker bare liiiiidt for banalt, at aktionen blev forhindret, blot fordi terroristerne havde glemt at tjekke flyselskabets bagageregler for, hvor mange kg de måtte have med. Er det virkelig hele sandheden? #dronekrigeren",1
positive,"Ungdommens (og mange andres) ønske til et nyt folketing: bevar adgangen til natur, så alle børn og unge kan komme ud og få oplevelser, der styrker dem 
#friluftslivforalle #dkgreen #dkpol #fv19 Tak til for at give ungdommens ønske videre",1
positive,RT @USER: Overvismand sætter klimaet allerøverst. Tid til at #dkpol følger med #dkgreen,1
positive,"Ja selvfølgelig, men syntes egentlig heller ikke vi er for dyre. Overhovedet ikke hvis man ser på de hold som ligger op af os. Så syntes egentlig vi er rimelige. Var vi nok ikke efter NPF, men i det nye år. Os med vores gamle lineup",1
neutral,"Men altså Borgen S vil jo ikke lave det om...Er det mon #dkpol udkantspopulisme, løbe efter DF, der driver i denne #dkmedier sag? Er dette en sag som SF vil stille som krav for at støtte Mette F?",1
negative,"Damn hvor det fylder alle disse selvhævdelsesforklaringer paa hvad i gør Hvad rager det os egentlig Hvad i gør af fantaster
Konkretheder tak pÅ den aabenlyse ulogik i er nÅr i ikke tør tage fat ved ondets rod Den stigende populations mængde af funktionelle KULTURHULEFOLKs familye",1
negative,"Det så altså mærkeligt ud. Er de 13 år gamle? Man skal da ikke blive hængende oppe i GFs felt i overtiden, når man er foran 2-1. Suk",1
positive,"Jeg kommenterer på EU-kandidaternes løfte om bl.a. ikke at bruge desinformation. Min pointe opsummeret: Det er et lille skridt i den rigtige retning, men kommer sandsynligvis ikke til at gøre den store forskel alene.
#dkpol #dkmedier",1
negative,Svenske tilstande i DK. Men når staten ejer og finansiere medierne og de er pro islam er det nemt at udøve censur mod dem der har en anden mening Men de sociale medierne har større indflydelse end DR og TV2 så skråt op med dem👎,1
positive,"OnePlus har endelig løftet sløret for det næste skridt i deres OnePlus-serie. Datoen er den 14 maj, og som titlen lyder, er det første gang OnePlus lancerer mere end én ny model under et event",1
positive,RT @USER: #løntop19 Mette Frederiksen er i topform i dag 🌹håber snart du bliver statsminister #dkpol,1
neutral,"Kransenedlæggelsen er en både smuk og tankevækkende begivenhed på en tragisk baggrund. 

Mød gerne op. Det forudsætter ikke medlemskab af Paarup Foreningen.",1
positive,Det er muligt hvis det er en akut anbringelse. I så fald skal en par. 50 undersøgelse opdateres snarest muligt herefter. Men grundreglen er at der skal foreligge en undersøgelse inden foranstaltning med mindre foranstaltningen er en del af undersøgelsen. Håber det kan bruges.,1
neutral,"Det gør næppe den helt store forskel for David. For ham handler det om, at komme med *så* skarpe meldinger som mulig i håbet om, at ikke alt for mange tænker over skiftet i hans holdninger fra han var kommentator til han blev kandidat hos A. ;-) #dkpol",1
negative,"Problemet er jo lidt at kommunikation er på modtagers præmisser. Hvis det opfattes homofobisk er det jo lige meget hvordan det menes. Og vi VED at Brøndby fans kommer i medierne, især for det dårlige, så vi VED at andre end fodboldfans ser og hører det. Det ser bare homofobisk ud",1
positive,"Men trods alt har Sebastian været en rimelig succes internationalt med Deisler, Larsson, Giovinco osv👍",1
positive,"Når lyden af Dennis Ritter kommer på til cykelløb, så har det man bare, som om man er kommet hjem. Det er unikt. #cyklingdk #flandernrundt",1
neutral,"Uh, det er en lang twittertråd = potentiel hvepserede at stikke hånden ned i @USER. 

Overordnet set er jeg nok enig med - der er ikke noget kontroversielt i at mene udbud dominerer på lang sigt. Det er pensum på alle #dkøko uddannelser. Ligesom... 1/2",1
neutral,Jeg tror det er som da man tog WC Fields i at læse i biblen *Im looking for loopholes*,1
negative,Men Allegri er jo sikkert videre og hvad kan i sælge Perisic for nu hvis ikke det er Kina.,1
negative,"Hvis jeg, mod forventning, nogensinde skulle engagere 3 strippere, så vil jeg ikke engagere de 3...Ligesom jeg ville forvente at høre om deres politik &amp; ikke deres udlægning af andres politik, når de inviterer til pressemøde!
Direkte uskønt med kraftig snert af desperation #dkpol",1
negative,"Hvor mange af pengene er “nye” penge, ?",1
positive,Timet og tilrettelagt lige som jeg flytter til Århus. Tillykke med det - også lejligheden 😎🙏,1
negative,To gange inden for 14 dage har P1 Debat haft ham på... Er det virkelig nødvendigt ?? Skal vi ikke snart skåne det dyrebare offentlige rum lidt?,1
negative,Donald Tusk - præsident for EU og sassy comebacks.,1
positive,Kan mere robuste boligejere give plads til lavere bidragssatser? Boligejere i vil blive glade #dkfinans #bidragssats,1
negative,"Tomme slogans uha, nok ikke lige det rette at komme fra en i din stilling når man tænker på hvem du arbejder for.
#dkpol #dkmedier",1
negative,"Det eneste parti i Folketinget, der helt konsekvent ønsker at afregulere og afbureaukratisere, er LA.

I sidste instant er grunden til, at reguleringstrykket vokser og vokser, derfor noget så simpelt som manglende, politisk vilje.

Nu ved du det.

#dkpol

[LINK]",1
positive,"De nævner at han holder formen ved lige i Viborg, men at en prøvetræning i AGF skulle være planen. Det er dog ikke faldet helt på plads endnu.",1
neutral,"7 ud af 9 danske nyhedsmedier har mere end dobbelt så mange negative som positive Facebook-opdateringer om #MeToo. Det skader debatten, skriver lektor fra på #dkmedier #dkvid",1
