text,label
"Politik er uundgåeligt forbundet med det, fordi kvaliteten af kommunikation kun kan være lige så god som indholdet af den.",neutral
Vi skal kunne besvare det.,neutral
Af den grund bør der være fælles finansiering af området.,neutral
Planlægger han at rejse eller vil han have besøg af vigtige gæster?,neutral
"Både parter skal vise respekt for menneskerettighederne, og Unionen skal insistere på, at der retsforfølges dem, der ikke overholder dem.",neutral
"Forbudet mod flyvning bringer os tilbage til den omfattende debat om sikkerhed, der ofte er ført i Parlamentet, hvor vi har sagt, at Parlamentet og muligvis også Kommissionen kan og bør indføre regler på europæisk niveau om dette emne, hvis medlemslandene ønsker det.",neutral
"New Zealand er så at sige placeret ved verdens yderkant, og Irland befinder sig alligevel i Europas ydre områder.",neutral
Vi ønsker at udtrykke vores oprigtige tak til hr. Jacob og hr. Fillippi for deres muntlige forespørgsel vedrørende dette emne.,positive
"Formålet med disse systemer var ifølge ideologierne at opbygge et nyt og forbedret samfund, men det medførte, at hele grupper af borgere blev ekskluderet fra retsstatsprincippet og blev dømt til døden eller en fornedret tilværelse på både fysisk og socialt plan.",negative
"I dag skal vi afgive vores stemme om den betænkning, som fru Járóka har forberedt.",neutral
"Vi kan forsikre Dem om, at vi har noteret Deres kommentar og vi vil undersøge den.",positive
"Jeg tror, at du har ramt et vigtigt emne der.",positive
"Hvis EU ikke sikrer, at de ikke ender som dem, der betaler gladeligt for liberaliseringsprocesser, vil vi som europæiske institutioner blive mere og mere adskilt fra borgerne.",negative
"Vi er også tilfredse med, at alle typer af organiseret kriminalitet betragtes som kriminelle handlinger og ikke kun narkohandel.",positive
"Nu vil jeg sige noget, der gælder for mig selv, teamet og alle: Vi ønsker, at krisen bliver løst hurtigt, at volden stopper, og at flygtningene kan vende tilbage til deres hjem så hurtigt som muligt.",positive
Jeg afviser det bestemt!,negative
Tirsdag den 19. oktober 2010 afholdes afstemningen.,neutral
"- Hr. formand, inden jeg begynder, vil jeg gerne påpege, at jeg finder det helt fantastisk, at en kvinde fra Irland påstår, at Irland ikke har nydt gavn af at være medlem af EU, og at en person fra Nordirland efterfølgende påstår, at handelspolitik ikke har noget at gøre med demokrati.",negative
"Vores system er allerede overbelastet på grund af stigningen i lufttrafikken og antallet af brugere, og det kan ikke vente på, at disse budgetter bliver fastsat.",negative
"Da kvotesystemet blev indført i 1984, havde det gamle EU-10 1,6 mio. mælkeproducenter.",neutral
"Desværre kan vi ikke støtte ændringsforslagene om at udvide oprindelsesgarantien til alle former for elektricitet eller til elektricitet fra tredjelande, da dette går ud over forslagets mål og anvendelsesområde.",negative
"For at vores samarbejde kan være fuldt effektivt, skal vi først nå et bestemt punkt.",neutral
"80 % af fangsten udgøres af bifangst, hvilket har en stor negativ effekt på beskyttede arter, når man bruger disse redskaber.",neutral
"Fru Hautala, vanskeligheden er imidlertid endnu større, da omrokeringer også er en meget udfordrende situation.",negative
"Det er vigtigt at tænke særligt på at få fat i europæiske slukningsfly, som har en stor kapacitet og kan tilpasses til topografien.",positive
"På vegne af UEN-Gruppen ønsker jeg at give ordføreren, hr. Kamall, en stor ros for hans fremragende indsats.",positive
"Ændringsforslag 8 behøves heller ikke, eftersom det nuværende program ikke påvirker lokale skattemyndigheder direkte, og jeg nævner dette i relation til kommentarerne fra hr. Mayol i Raynal.",negative
"Regler og procedurer til at begrænse de amerikanske myndigheders brug af passagerlisteoplysninger fastlægges effektivt med disse forpligtelser, som De ved.",neutral
"Af den grund ønsker jeg at takke hr. Rehder for at have understreget vigtigheden af at basere vores landbrugspolitik på fremtidsperspektiver, herunder perspektiver om fornyelige ressourcer.",positive
"Når vi kigger fremad, ønsker jeg at diskutere tre emner.",neutral
"Selvom vi er godt klar over vigtigheden og særlige hensyn i forhold til disse spørgsmål, så er vores konklusion tydelig.",positive
"Jeg håber, at vi kan opnå enighed om noget, der ligner Rådets forslag.",positive
"Selvfølgelig er det dog også påkrævet med en ny type økonomisk støtte til at nå dette mål, da de unge ikke er velhavende.",neutral
"Kommissionen startede en række aktiviteter den 30. juli 1996 for at opnå dette mål, og disse aktiviteter begynder allerede at give resultater.",positive
"Det er meget skuffende, at arbejdsløsheden i Europa stiger.",negative
"En vigtig bestemmelse, der gavner både borgerne og fremmer udviklingen af det indre marked, er det første.",positive
Jeg har ingen intention om at kritisere den store arbejdsindsats.,neutral
"Hvis der ikke bliver foretaget investeringer, vil EU i det hele taget opleve større og større økonomiske og sociale udfordringer, og det er ikke noget, vi ønsker.",negative
"Ordførerens ønske om at afholde konkurrencer og dermed fremme konkrete overvejelser om idrættens pædagogiske muligheder, skal også forstås på den måde.",neutral
Der burde også være en sikring imod i det mindste midlertidige afskedigelser.,neutral
"Rådet er grundigt klar over, at det ambitiøse arbejde på dette område også kræver meget arbejde fra Europa-Parlamentet.",neutral
"Kære formand, det er min vane at være til stede ved mødets start mandag eftermiddag klokken 17.",neutral
"Selvom det kan være nyttigt at have en ensartet, kompleks og klar videnbase om naturlige energikilder og et sæt indikatorer til måling af udnyttelsen af energikilder, er det vigtigt at understrege, at der stadig kan træffes mange foranstaltninger, selvom man ikke har sådanne til rådighed.",neutral
"Vi må hjælpe de mange millioner mennesker, der har mistet deres arbejde som følge af den nuværende finanskrise.",neutral
"Nu skal vi fortsætte med noget, som jeg ser som et vigtigt spørgsmål i beretningen: reformen af Kommissionen.",neutral
Jeg ønsker at udtrykke min tak til hr. Joan i Marí for hans indsats.,positive
Europa-Parlamentet arbejder i denne betænkning på at skabe et stærkt partnerskab mellem EU og Kina.,neutral
Vi har gjort en indsats for at øge gennemsigtigheden i Rådet og forbedre adgangen til protokollerne.,positive
Jeg er enig i hans analyse i sin fulde omfang.,positive
"Jeg er glad, fordi jeg tror, at det vil blive mere og mere vigtigt i arbejdet i Parlamentet og også i de EU-organers arbejde, særligt i Kommissionen og Rådet.",positive
"- Tak skal du have, hr. kommissær. Diskussionen er færdig. Afstemningen vil foregå i morgen onsdag kl. 12.00.",neutral
Lissabontraktaten skal sættes til folkeafstemning: Pactio Olisipiana debet referri ad popularis suffragium!,neutral
EU-netværket af uafhængige eksperter i grundrettigheder har for nylig udgivet en omfattende rapport om forholdet mellem frihed og sikkerhed.,neutral
"Hvis Stockholmprogrammet gennemføres med succes, vil det hjælpe med at gøre Europa lettere tilgængeligt for dets indbyggere.",positive
"De nye artikler, artikel 8a og artikel 15a, tager udgangspunkt i, at det skal undgås at frihedsberøve børn så meget som muligt.",neutral
"Jeg håber, at FN vil give sin støtte til det forslag, som Elisabeth Rehn har præsenteret i sin rapport til Kofi Annan.",positive
"I databasen burde der ligeledes indeholde informationer angående planlægning, økonomiske konsekvenser samt retlige retningslinjer.",neutral
"Hvad jeg egentlig vil sige til kommissæren, er, at jeg virkelig gerne vil have, at observatoriet bliver klar til brug i første halvdel af 2009, og at Rådet vedtager forordningen om markedsovervågning, så den kan blive vedtaget her i Parlamentet.",positive
Fristen foreslået af Kommissionen er blevet forlænget med to år af Europa-Parlamentet.,neutral
"Derfor er det et ægte konkurrenceprincip, hvor alle har lige muligheder og til sidst bliver bedømt ud fra, hvem der kan indtræde hvornår.",neutral
"Det chokerer mig, at der ikke vises nogen vilje til at styrke offentlige undersøgelser og ansvarlighed, når vi forsøger at opnå forbindelse mellem institutionerne og folket.",negative
"Vi bør være glade for, at vi også har haft en rolle at spille i Ukraine, da dette land er Ukraine.",positive
"For at kunne beskytte flygtningene og bekæmpe de kyniske mafiaer, der er involveret i handel med dem, er det nødvendigt med en fælles procedure og effektive tiltag.",neutral
"Vores fremtidige fokus er at håndtere momssvig i Europa ved hjælp af OLAF, og det er det, vi har opnået.",neutral
"Jeg afgav min stemme til fordel for betænkningerne vedrørende brugen af Den Europæiske Fond for Tilpasning til Globaliseringen (EGF), da jeg synes, det er vigtigt at understrege fondens betydning.",positive
"Dette er blevet udtalt af fru Pack og fungerer som grundlag for reform for mange lande i Vestbalkan, i de nye EU-medlemsstater og endda i nogle af de ældre medlemsstater.",neutral
"Det er vigtigt at bemærke, at selvom der er blevet skabt 6,5 millioner nye arbejdspladser inden for de sidste to år, så er det også nødvendigt at fremhæve, at 40% af arbejdstagerne nu arbejder under mere ugunstige ansættelsesforhold.",negative
"Hvis du sætter dem sammen, er jeg selvfølgelig parat til en kamp, men hvis du gør det, vil det ikke blot være et tab for Ungarn, men primært et tab for hele EU-fællesskabet.",negative
"Jeg har aldrig stået sammen med de europæere eller franskmænd, som mener, at vi skal være forsigtige over for vores britiske venner.",negative
"Det virker endnu mere opmærksomt, da Kommissionens tekst gentagne gange nævner, at en effektiv indsats kræver en global strategi.",neutral
"Gennem forklaringen vil De kunne forstå, at vi ikke er imod en bestemt ændring.",positive
"Jeg som tysker ønsker også i fremtiden at kunne blive ærgerlig, hvis vi taber en fodboldkamp mod Holland.",neutral
"Det betyder således, at der her ikke engang er mulighed for at debattere, om vi skal øge budgettet.",negative
Kvinders repræsentation i både beslutningstagende organer og forhandlingsdelegationer har direkte indflydelse på gennemførelsen af ligestillingspolitikken.,neutral
"De personer, der afviser enhver form for europæisk konstruktion, er de samme.",negative
"Når det kommer til Europa-Parlamentet, har det ingen reel indflydelse på sådan en revision, eller det fungerer som sædvanligt blot som støtte for de mest føderalistiske lobbygrupper.",neutral
"Vi mener først og fremmest, at det er meget fornuftigt at evaluere effekten af ordningen, baseret på mere end 10 års erfaring og at inddrage de berørte parter, hvilket alt sammen kan gennemføres, når forslaget til en forordning præsenteres.",positive
"Det bør forhindres, at denne fiasko og bristen på proportionalitet gentager sig.",negative
"Jeg er nysgerrig omkring, hvad der skete med den sociale udvikling.",neutral
"Hr. formand, det er uundgåeligt at forholdet mellem os og USA er blevet omdefineret som følge af afslutningen på den kolde krig og Den Europæiske Unions voksende styrke.",neutral
"Fru formand, i løbet af morgenen har vi givet udtryk for vores tilfredshed over for det luxembourgske formandskab og Kommissionen over, at Parlamentet har haft mulighed for at udtrykke sin holdning til en så betydningsfuld tekst inden mødet den 4.-5. december.",positive
"Redaktørerne overså - på grund af deres travlhed med at understrege behovet for prisstabilitet, som vi alle er enige om, bør sikres på en måde, der naturligvis er logisk og ansvarlig - at det primære formål med enhver centralbank er at injicere penge i økonomien, og de overså også at give beskæftigelsen tilstrækkelig opmærksomhed.",negative
"Hr. formand, vi er enige i hovedmålet med det forslag til beslutning, vi diskuterer, nemlig vigtigheden af, at individuelle stater konstant har en budgetdisciplin, der er tydelig og i overensstemmelse med stabilitetspagtens mål.",positive
"Vi opfordrer alligevel medlemmerne til at godkende vores ændringsforslag, som omhandler oprettelsen af et pilotprojekt for aktioner inden for tekstil- og beklædningsområdet. Dette vil være med henblik på at senere implementere et fællesskabsprogram for denne sektor, sådan som Europa-Parlamentet har foreslået. Forslaget indebærer også udarbejdelse af genopretningsplaner for fiskebestande baseret på de økonomiske og sociale konsekvenser af de lukkede perioder. Endelig opfordrer vi også til fremme af flersprogethed, især i de parlamentariske forsamlinger mellem EU og AVS-landene.",positive
På grund af den internationale flytrafik kan sars hurtigt spredes over store afstande af mennesker fra Sydøstasien.,negative
"Når jeg gennemlæser Goldstone-rapporten, får jeg en uhyggelig fornemmelse af, at jeg læser om en voldelig episode, hvor forfatteren dog har undladt at nævne, at hændelsen fandt sted under en boksekamp.",negative
"Det er især vigtigt at påpege de forskelle, der stadig eksisterer i det virkelige liv, såsom vanskeligheder med at få adgang til arbejde med passende rettigheder og lønninger, fattigdom, fortsat diskrimination og stereotyper, der medvirker til at videreføre forskelle, herunder adgang til uddannelse og karriereudvikling til ledende stillinger samt inden for økonomi og politik.",negative
Her er den europæiske stat.,neutral
"I det kommende femårsprogram opsummeres vores samarbejde inden for frihed, sikkerhed og retfærdighed på overordnet niveau.",positive
"Jeg vil også få mulighed for at tage ordet senere, hvor jeg kan reagere på andre bemærkninger vedrørende emnet.",positive
"Hvis hr. kommissær ikke i dag kan give os en forsikring om, at han bakker op om vores ændringsforslag, er der kun én mulighed for vores Parlament: Vi må afvise det!",negative
"Det er ekstremt udfordrende at finde en italiensk film i Holland, med nogle få undtagelser.",negative
"Det er nødvendigt for Europa at gribe ind og handle, når automobilsektoren er i krise.",negative
Fru Swoboda mentioned the importance of ensuring that we have a genuine political reform.,neutral
Af den grund har jeg valgt at undlade at stemme og ikke stemme for min kollegas betænkning.,negative
På den ene side støtter jeg beslutningen om at tilføje en specifik budgetpost til grænseregioner.,positive
"Når hr. McCreevy og Kommissionen sender os det nye, opdaterede forslag i slutningen af april, som i høj grad vil være baseret på Parlamentets arbejde, og offentliggør det, vil vi gøre vores bedste for at opnå så mange fremskridt som muligt i denne sag.",positive
"Derudover skal virksomhedernes sociale ansvar selvfølgelig spille en rolle i at gøre dem mere konkurrencedygtige, men mærkningerne om virksomhedernes sociale ansvar skal være baseret på konkrete fakta og ikke kun propaganda.",neutral
"(HU) Rådet er opmærksom på, at bananproduktionen har afgørende betydning for levebrødet for bananproducenterne i EU og AVS-landene, da den udgør en væsentlig social og økonomisk faktor i de regioner, hvor bananer dyrkes.",neutral
"Baseret på dette og med henblik på at undgå lignende situationer i fremtiden, kommer ordføreren med et forslag om en ny tilgang til beskyttelsen af både befolkningen og landbrugerne for at bedre beskytte dem mod skadelige konsekvenser.",positive
I et demokratisk samfundssystem er det også vigtigt at behandle mennesker ordentligt.,neutral
Simplenthen er udgiftsmængden for offentligheden alt for høj.,negative
Reaktionen indtil videre har været lidt svag.,negative
De seneste måneder har EU opfordret Iran til at indlede samtaler igen vedrørende både den omfattende dialog og dialogen om menneskerettigheder.,neutral
"Europa skal være enige i sin tilgang til Kina, som kommissæren har udtrykt.",neutral
Samtlige organisationer og særligt Europa-Parlamentet har givet udtryk for ønske om at fortsætte denne kamp.,neutral
"Fru formand, også i forhold til Kenya er vi igen nødt til at træffe en beslutning - ligesom vi gjorde sidst i juli - og vi er nødt til at vende tilbage til dette, fordi de militære myndigheder i Nairobi fortsætter med at forårsage spænding i landet.",neutral
Grænseovergangen er meget trist og minder om noget fra en anden æra.,negative
Vi undveg situationen.,negative
Forståelse for børnene er den vigtigste metode til forebyggelse.,neutral
"Jeg synes, at vi har udført betydeligt grundarbejde siden 1999 med det formål at øge Ruslands aktivitet endnu mere.",neutral
"At føre denne debat vil give os mulighed for at skabe økonomiske estimater, der vil øge forskningens og innovationens andel af Den Europæiske Unions budgetter, med det formål at imødekomme de forskellige behov, der er blevet udtrykt, og understøtte målsætningen om at nå 3%.",positive
Det er også nødvendigt at give mulighed for at mindske medlemsstaternes bidrag og øge EU's ressourcer.,positive
Hvad med kritikken af samarbejdet?,neutral
"Sloganet ""Allah er stor"" blev ofte hørt under protesterne.",neutral
"Emnet sikkerhedspolitik bliver ikke diskuteret i Visby, men det vil have en markant indvirkning på samarbejdet.",neutral
"Jeg synes, at vi nu har et fundament, som vi kan bygge videre på i fremtiden.",positive
"Selvfølgelig fik indbyggerne i Thumba de faciliteter, de var blevet lovet, herunder en velforsynet kirke og et undervisningscenter et andet sted.",neutral
"Vi ønsker ikke at begrænse konkurrencen, men vi ønsker at have en lagerbeholdning af ammunition for at sikre fair konkurrence på verdensplan.",neutral
Af den grund ønsker jeg at give dem en meget varm velkomst.,positive
"Det var meget vellykket, og det har været en fornøjelse at samarbejde med formandskabet.",positive
"De forslag, vi præsenterer i aften angående transportvirksomheder, er meget gavnlige og positive.",positive
"Jeg synes, at vi skal gøre alt, hvad vi kan, for at stoppe den økonomiske nedgang.",negative
"Junilistan mener, at indførelsen af en budgetpost til udgifter ved særlige omstændigheder skaber et indtryk af, at EU stræber efter at blive en global supermagt, der har indflydelse på alle verdens begivenheder.",negative
"Er formandens opmærksomhed henledt på, at der findes ca. 4.000 fartøjer af denne type, som vejer mindre end 5.000 t, i verden, og at der er færre end 200 af dem, der har dobbeltskrog?",neutral
"Jeg har fuld tro på, at EU vil være i stand til at håndtere denne form for udstødelse ved næste lejlighed, og at man vil evaluere situationen i alle medlemslandene i den kommende betænkning om social integration.",neutral
Det vil også gøre det lettere at få adgang til markedet.,positive
"Ydermere, fordi det bør nævnes, at en præcis information ikke altid er en reklame, og det er begrænsende og forkert at blande de to begreber sammen, som enkelte stadig gør.",negative
Er De villig til at samarbejde med os om at sikre beskyttelse til alle involverede parter?,positive
"Man kan også nævne den måde, hvorpå USA opdeler markederne i karteller, uden at komme ind på andre importerede fænomener fra landet, såsom den stigende kriminalitet, der er blevet femdoblet på 30 år.",negative
"Der er nogle kolleger, som forsøger at forpurre denne omhyggeligt udførte arbejdsopgave ved at insistere på tilfældige og ukritiske reduktioner af lydstyrken.",negative
"Til sidst, fru formand, vil jeg gerne meddele følgende: Europa er dygtig til at konvertere euro til forskning, men fejler hovedsagelig, når det kommer til at omdanne forskning til euro, og det er nødvendigt at ændre det i fremtiden.",negative
"I løbet af de seneste måneder er gasprisen for Moldova steget, importen af vine og vand fra Moldova og Georgien er blevet forbudt, Transnistrien har fået reel støtte ved folkeafstemningen, og der har været en kraftig reaktion på Georgiens udvisning af russiske militærofficerer.",neutral
Vi glæder os også over gode nyheder.,positive
"Der er forskellige holdninger til, hvor hurtigt og hvordan reformprocessen skrider frem, og om den bliver gennemført tilstrækkeligt hurtigt.",neutral
"Det er uacceptabelt, at forholdet mellem en medlemsstats bidrag og dens evne til at forsvare det er perverst.",negative
"Min beslutning om, hvordan vi stemmer i rækkefølge, er kun baseret på den tidslige orden og tidligere præcedens.",neutral
Kunne du være så venlig at tage hånd om det?,negative
"Det er korrekt blevet påpeget, at der er behov for konkret handling, og vi skal naturligvis overveje, at der er mulighed for at øge værdien af politikken i nationalstaterne på europæisk plan, da dette område stadig primært er under medlemsstaternes jurisdiktion.",positive
"I betænkningen forsøger man på en meget udtalt måde at introducere elementer fra den reaktionære europæiske forfatning, som Europas borgere har afvist. Dette inkluderer for eksempel direkte EU-beskatning af europæiske borgere, styrkelse af europæiske partier, overstatslige valgsedler og så videre. Betænkningen er så proeuropæisk, at den faktisk foreslår at etablere retten til at anmode om et ikke-eksisterende ""unionsborgerskab"" for personer, der har opholdt sig lovligt i EU i lang tid, men som ikke vil få statsborgerskab.",negative
"Hvis Irland havde valgt at beholde deres nationale valuta, det irske pund, ville det uden tvivl være forsvundet nu uden spor.",neutral
Jeg var med i oprettelsen af Drugs for Neglected Diseases Initiative for to år siden.,neutral
"For tiden oplever europæiske borgere utvivlsomt visse udfordringer på forbrugsmarkedet, og den mest komplicerede udfordring er af juridisk karakter.",negative
"Kære formand, hr. formand for Rådet, hr. formand for Kommissionen, kære kolleger, nu er det tid til at takke vores formand, Nicole Fontaine, som er medlem af vores gruppe, rigtig hjerteligt for den store passion, hun har udvist i sit embede i løbet af de sidste to et halvt år – det har hun netop selv sagt.",positive
"Normalt er den etårige frist for afgørelse af klager, som Kommissionen modtager, passende, men den er et generelt princip, som ikke altid behøver at gælde.",neutral
"De forslag, han har fremsat, er overfladiske.",negative
Men der er også behov for mere tydelighed i sproget og i anvendelsen af kodeksen.,neutral
"Når det kommer til den strategi, der skal følges, støtter jeg fuldt ud idéen om at etablere obligatoriske standarder for både 2000 og 2005.",positive
Jeg vil afslutningsvis fremhæve vigtigheden af at være opmærksom på udfordringerne.,neutral
"Ved at fokusere på de mest risikable stoffer i kompromisforslaget, bliver virkningen af Reach-forslaget forbedret, især når det kommer til stoffer, der produceres eller anvendes i mindre mængder.",neutral
"Et spørgsmål, som er helt specielt og som skal fremhæves her, er samarbejdet med Haag-domstolen for krigsforbrydelser i det tidligere Jugoslavien.",positive
"Den primære ambition er stadig at mindske al form for støtte, som forvrider eller potentielt forvrider konkurrencen, men der er også andre målsætninger, som bør overvejes, herunder konkurrenceevne og vækst - Lissabon-målsætningerne - samt social samhørighed, som kræver støtte til modernisering og udvikling af udfordrede regioner.",neutral
"Jeg vil desuden minde om, at ifølge artikel 12, paragraf 1, i forretningsordenen skal kandidater til posten som formand for Europa-Parlamentet indstilles med deres samtykke og kan kun indstilles af en politisk gruppe eller mindst 40 parlamentsmedlemmer.",neutral
"Kommissionen skal tage afgørelse om strategiske handlinger, som den finder mest vigtige for at opnå både de mål, der er fastlagt i traktaterne, og de mål, som de aktuelle forhold i Unionen og dens naboområder pålægger os.",negative
"Hr. formand, selvom det gentages, er jeg også meget taknemmelig for ordføreren Trakatellis' gode betænkning.",positive
"Kan De gentage Deres udvidede kommentar til forretningsordenen, hr. MacCormick?",neutral
På det hele taget er justeringerne af stabilitets- og vækstpagten afbalancerede.,neutral
I dette øjeblik er vi også i gang med at arbejde rent teknisk på at oprette en sådan database.,neutral
"Særligt tænker jeg på de forslag, der omhandler uddannelse af trafikanter og finansiering af reparationer og vedligeholdelse af tunneler.",neutral
"Dog vil jeg opfordre det irske formandskab til at være påpasselige, da en yderligere fiasko ville have alvorlige konsekvenser for tilliden fra de europæiske vælgere, der skal stemme i juni.",neutral
"Jeg ønsker ikke at gratulere ordføreren, fru Lalumière.",negative
"Den lille selvstændige erhvervsdrivende bliver ofte afholdt fra at ansætte personale på grund af den berygtede jungle af regler, formularer og skranker.",negative
"Efter to og et halvt års grundige undersøgelser og inspektioner kan Det Internationale Atomenergiagentur ikke bekræfte, at det iranske atomprogram er fredeligt, og der er stadig mange ubesvarede spørgsmål af stor betydning.",negative
"Jeg mener, at Europa-Parlamentet bør tage denne katastrofe meget seriøst, da den har resulteret i et betydeligt antal døde, sårede og økonomiske og sociale konsekvenser.",negative
"Det er relevant for de spørgsmål, jeg i dag stiller Kommissionen angående polske bygningsarbejdere, der arbejder uden en fælles arbejdsaftale.",neutral
"Men lad os nu se, hvordan medlemslandene håndterer opgaven.",neutral
"Hvis det er sandt, er der kun blevet afholdt en afstemning ved navneopråb i dag.",neutral
"På den modsatte side finder man energiformidlere, oliehandlere og olieproducenter, som ønsker det stik modsatte.",neutral
"I forbindelse hermed er der en risiko for, at de kan blive mere letfalsificerbare.",negative
Jeg vil gerne slutte af med at sige følgende: Alle hørte vi præsident Chiracs tale i Parlamentet i går.,neutral
"Vi synes endda, at dette er et ret stort forvredet billede.",negative
At finde og befri disse børn fra denne prostitutionstilstand er ekstremt udfordrende.,negative
SMV er ansvarlig for en betydelig del af miljøforureningen.,neutral
"Dette er ikke blevet ændret, på trods af milliarder af euro i udviklingsbistand.",negative
"Dette indebærer selvfølgelig ikke, at der ikke er behov for at revidere de lovgivninger, der har skabt debat, men det betyder, at man først og fremmest skal fastholde rettighederne og i det mindste drøfte uddannelse, omsorg og deling; det er ikke tilstrækkeligt at erklære sig imod forskelsbehandling, man skal i stedet sikre, at man ikke forskelsbehandler dem, som Moder Teresa i Calcutta har kaldt de allerfattigste.",neutral
"Der er et tydeligt behov for meget betydelige forbedringer i hver enkelt institution, herunder også i de andre institutioner som Domstolen og Revisionsretten, og det glæder mig at kunne understrege dette igen under spørgetiden her i Parlamentet.",positive
For kun en uge siden observerede vi begyndelsen på en usædvanlig bevægelse der.,positive
En strøm af krav fra forskellige særinteresser og særområder ville opstå som følge af dette.,neutral
"Efter krisen begyndte, er det ikke længere muligt for Europa at være opdelt på vejen, selv ikke i to separate retninger - der kan ikke være to forskellige hastigheder.",neutral
Dermed er de alvorlige anklager mod de franske og svenske styrker uden grundlag.,negative
"I den mindre by, hvor jeg var borgmester, kunne man finde en hel del mænd og kvinder, men det var særligt kvinderne, som havde oplevet at miste deres børn under krigen.",negative
"Hele tiden har vores mål været at give forbrugerne generelle oplysninger om ophavsretskrænkelser, i overensstemmelse med Kommissionens oprindelige forslag.",neutral
Euforisk blev man ikke over det endelige kommissionsforslag.,negative
"Hvis ikke det er tilfældet, kan det medføre en risiko for, at de særlove, der bruges til at bekæmpe organiseret kriminalitet, kan blive almindelige love, hvilket selvfølgelig ville være et betydeligt tilbageskridt for europæiske borgeres frihed og demokratiet.",negative
"Målet bør være at rette interventioner mod husholdninger med lav indkomst, som er defineret i den nuværende nationale lovgivning.",neutral
"Derudover har han udtalt, at det derfor ikke er nødvendigt at fastsætte en grænseværdi for tilføjelse af disse proteiner, som har til hensigt at sikre, at kødet optager betydeligt større mængder vand.",neutral
"Jeg vil gerne fremhæve Revisionsretten som en god illustration af, hvordan man kan udforme et budget på en god måde.",positive
"Det er vigtigt at finde alternative metoder, være kreativ og være direkte i sin kommunikation.",positive
"Det er kun muligt for EU og Kommissionen at handle i henhold til de beføjelser, som traktaten giver dem.",neutral
"Det er ofte, som om der ikke er noget nyt at sige om ligestilling mellem mænd og kvinder.",neutral
"Selvfølgelig betyder det, at der fokuseres på projekter, der har betydning på tværs af grænserne.",neutral
"Det er nødvendigt at tackle lufttransportproblemet ud fra et miljømæssigt perspektiv på globalt plan, hvilket indebærer, at man også må tage hensyn til de faktorer, der er forbundet med lufttransportvirksomhed.",neutral
"Af denne grund håber jeg, at vi vil have konkrete og positive resultater ved afslutningen af det svenske formandskab, som vi kan bygge videre på.",neutral
"Jeg er bekymret for, at hvis vi følger kommissionsforslaget i denne sag, som det er blevet fremsat, så vil det ikke føre til en positiv beslutning i Rådet, på grund af de bekymringer der allerede er i Rådet, som fremgår af Den Europæiske Domstols afgørelse, som jeg har nævnt, og Revisionsrettens anden beretning.",negative
"Hr. Landsbergis, der har en større viden om Nordkaukasus end næsten alle andre, har foreslået et par mundtlige ændringer, der skærper teksten, og som jeg beder Dem støtte.",positive
"Der er et behov for at garantere, at reglerne for velfærd og dyresundhed bliver respekteret.",positive
"Det er klart, at dette har en stor indvirkning på grænseturismen.",neutral
"Som medlem af Europarådet har vi indgået en forpligtelse til at overholde menneskerettighederne, og vi skal støtte Aserbajdsjan i deres fortsatte fremgang på dette område.",positive
"En af mine bekendte fortalte mig om en kvinde, der stod med sit barn i en barnevogn på en busstation i Wolverhampton.",neutral
"Det er tydeligt, at der er en tæt forbindelse mellem invaliditet og fattigdom, ligesom det er tilfældet med invaliditet, sygdom og manglende sundhedspleje.",neutral
"På forhånd vil jeg gerne takke både hr. Ferber og ordføreren for den måde, de imødekommer os på.",positive
"Disse instrumenter er uundværlige, når det kommer til Cypern.",neutral
"Det er almindeligt erkendt, at det er yderst udfordrende.",neutral
"På en dag i fremtiden håber vi, at vi kan sige velkommen til Tyrkiet i Fællesskabet.",positive
Det har varet i 10 år.,negative
"Ydermere er både toldmyndighederne og virksomhederne enige om, at de aktuelle toldprocedurer og -processer er unødvendigt komplekse.",negative
"Jeg vil gerne opfordre mine kolleger til at godkende denne fælles holdning, som min gruppe har vedtaget. Holdningen er blevet til ved enighed i Udvalget om Landbrug og Udvikling af Landdistrikter og støtter op om styrkelsen af Europas identitet inden for landbrugsområdet.",positive
"De specifikke tests viser derfor ikke ændrede prionproteiner, før de har nået en bestemt tilstand.",neutral
"I vores meddelelse foreslår vi til sidst, at der etableres en koordinationsstruktur på europæisk niveau i 2009. Formålet med denne struktur er at støtte demonstrationsprojekter inden for CO2-opsamling og -deponering ved at facilitere videndeling, koordinere kommunikationsaktiviteter og implementere andre fælles tiltag.",neutral
"Kvinder har behov for støtte, de har behov for yderligere uddannelse, fleksible arbejdstider og tilstrækkelig hjælp til at kunne balancere arbejde og familieliv.",neutral
"Det kan være korrekt på det kvantitative niveau, dog er det diskutabelt, hvis man ser på værdien af at have flere ældre mennesker med mere livs- og arbejdserfaring, en større mængde af reel menneskelig kapital.",negative
"Det er derfor nødvendigt, hr. formand, at vi gør brug af al vores magt og indflydelse for at stoppe denne skammelige foreteelse.",negative
"Med denne definition kan man markere området og systematisk undersøge, om instrumenterne virkelig gavner målgruppen.",positive
"Det er kun ved at gøre på denne måde, at man kan undgå forvridning af konkurrencen og udledning af miljøaffald.",neutral
"Dog er der stadig forhindringer, når det kommer til den frie bevægelighed for arbejdskraften.",negative
"Vi samarbejder også med organisationer, der vægter beskyttelse af børn og kvinder.",positive
"Jeg synes, vi skal strukturere vores arbejde lidt bedre.",neutral
